ID;Type;SKU;Name;Published;featured;Visibility;Short description;Description;Date sale start;Date sale end;Tax status;Tax class;In stock;Stock;Low stock amount;Backorders allowed;Sold individually;Weight;Length;Width;Height;Allow customer reviews;Purchase Note;Sale price;Regular price;Categorie;Tags;shipping class;Images;Download limit;Download expiry days;Parent;Grouped products;Upsells;Cross-sells;External URL;Button text;Position;Attribute 1 name;Attribute 1 value;Attribute 1 default;Attribute 1 visible;Attribute 1 global;Download 1 name;Download 1 URL
522; simple ; ;RATZ AMBREE 30L               ;1;1;visible;;;;;taxable;;1;120;;0;0;0;;;;1;;2.85;2.85;AMBREE / ROUSSE / RED ALE>BIERES>BIERE FUT 30L>;
523; simple ; ;RATZ BLONDE 30L               ;1;1;visible;;;;;taxable;;1;1110;;0;0;0;;;;1;;2.78;2.78;LAGER / PILS / ALE / BLONDE>BIERES>BIERE FUT 30L>;
525; simple ; ;SAS PILS 30L                  ;1;1;visible;;;;;taxable;;1;1530;;0;0;0;;;;1;;2.14;2.14;LAGER / PILS / ALE / BLONDE>BIERES>BIERE FUT 30L>;
528; simple ; ;HOMMELBIER 30L                ;1;1;visible;;;;;taxable;;1;450;;0;0;0;;;;1;;3.15;3.15;TRIPLE>BIERES>BIERE FUT 30L>;
535; simple ; ;ST STEFANUS BLONDE 20L        ;1;1;visible;;;;;taxable;;1;1400;;0;0;0;;;;1;;3.84;3.84;TRIPLE>BIERES>BIERE FUT 20L>;
549; simple ; ;RATZ BLANCHE 30L              ;1;1;visible;;;;;taxable;;1;360;;0;0;0;;;;1;;3.05;3.05;BLANCHE>BIERES>BIERE FUT 30L>;
557; simple ; ;RATZ NOEL 30L                 ;1;1;visible;;;;;taxable;;0;0;;0;0;0;;;;1;;3.25;3.25;AMBREE / ROUSSE / RED ALE>BIERES>BIERE FUT 30L>;
558; simple ; ;LUPULUS TRIPLE BLONDE 20L     ;1;1;visible;;;;;taxable;;1;1800;;0;0;0;;;;1;;4.1;4.1;TRIPLE>BIERES>BIERE FUT 20L>;
561; simple ; ;DUPONT MONKS STOUT 20L        ;1;1;visible;;;;;taxable;;1;260;;0;0;0;;;;1;;3.8;3.8;STOUT / PORTER>BIERES>BIERE FUT 20L>;
583; simple ; ;MOINETTE AMBREE 20L           ;1;1;visible;;;;;taxable;;1;20;;0;0;0;;;;1;;4.6;4.6;AMBREE / ROUSSE / RED ALE>BIERES>BIERE FUT 20L>;
590; simple ; ;DUPONT BLANCHE HAINAUT BIO 20L;1;1;visible;;;;;taxable;;0;0;;0;0;0;;;;1;;4.13;4.13;BIERES>BIERE FUT 20L>;
603; simple ; ;BOON FRAMBOISE 25VC           ;1;1;visible;;;;;taxable;;1;224;;0;0;0;;;;1;;1.91;1.91;LAMBIC>BIERES>BIERE 25CL VC>;
604; simple ; ;BOON KRIEK 25VC               ;1;1;visible;;;;;taxable;;1;317;;0;0;0;;;;1;;1.44;1.44;LAMBIC>BIERES>BIERE 25CL VC>;
605; simple ; ;BOON FARO 25VC                ;1;1;visible;;;;;taxable;;1;162;;0;0;0;;;;1;;1.36;1.36;LAMBIC>BIERES>BIERE 25CL VC>;
610; simple ; ;DUCHESSE BOURGOGNE 25VC       ;1;1;visible;;;;;taxable;;1;99;;0;0;0;;;;1;;1.57;1.57;BIERES>BIERE 25CL VC>;
611; simple ; ;GRISETTE BLANCHE BIO 25VC     ;1;1;visible;;;;;taxable;;1;483;;0;0;0;;;;1;;1.19;1.19;BLANCHE>BIERES>BIERE 25CL VC>;
612; simple ; ;GRISETTE BLONDE BIO 25VC      ;1;1;visible;;;;;taxable;;1;507;;0;0;0;;;;1;;1.19;1.19;LAGER / PILS / ALE / BLONDE>BIERES>BIERE 25CL VC>;
614; simple ; ;HOMMELBIER 25VC               ;1;1;visible;;;;;taxable;;1;288;;0;0;0;;;;1;;0.99;0.99;BIERES>BIERE 25CL VC>;
622; simple ; ;LINDEMANS KRIEK 25VC          ;1;1;visible;;;;;taxable;;1;399;;0;0;0;;;;1;;1.23;1.23;BIERES>BIERE 25CL VC>;
625; simple ; ;LINDEMANS GUEUZE 25VC         ;1;1;visible;;;;;taxable;;1;82;;0;0;0;;;;1;;1.03;1.03;LAMBIC>BIERES>BIERE 25CL VC>;
627; simple ; ;BLANCHE DE NAMUR 25VC         ;1;1;visible;;;;;taxable;;1;216;;0;0;0;;;;1;;0.95;0.95;BLANCHE>BIERES>BIERE 25CL VC>;
642; simple ; ;AREND BLONDE 33VC             ;1;1;visible;;;;;taxable;;1;82;;0;0;0;;;;1;;1.63;1.63;LAGER / PILS / ALE / BLONDE>BIERES>BIERE 33CL VC>;
644; simple ; ;AREND TRIPLE 33VC             ;1;1;visible;;;;;taxable;;1;125;;0;0;0;;;;1;;1.83;1.83;TRIPLE>BIERES>BIERE 33CL VC>;
647; simple ; ;BARBAR BLONDE MECA 33VC       ;1;1;visible;;;;;taxable;;1;59;;0;0;0;;;;1;;1.54;1.54;BIERES>BIERE 33CL VC>;
658; simple ; ;ST BERNARDUS BLANCHE 33VC     ;1;1;visible;;;;;taxable;;1;130;;0;0;0;;;;1;;1.08;1.08;BIERES>BIERE 33CL VC>;
659; simple ; ;ST BERNARDUS TRIPLE 33VC      ;1;1;visible;;;;;taxable;;1;108;;0;0;0;;;;1;;1.38;1.38;TRIPLE>BIERES>BIERE 33CL VC>;
663; simple ; ;BRUGSE ZOT DOUBLE BRUNE 33VC  ;1;1;visible;;;;;taxable;;0;0;;0;0;0;;;;1;;1.55;1.55;BRUNE>BIERES>BIERE 33CL VC>;
664; simple ; ;BRUGSE ZOT BLONDE 33VC        ;1;1;visible;;;;;taxable;;0;0;;0;0;0;;;;1;;1.5;1.5;LAGER / PILS / ALE / BLONDE>BIERES>BIERE 33CL VC>;
665; simple ; ;BUSH AMBREE CARACTERE 33VC    ;1;1;visible;;;;;taxable;;1;106;;0;0;0;;;;1;;1.7;1.7;BIERES>BIERE 33CL VC>;
669; simple ; ;CAROLUS AMBRIO 33VC           ;1;1;visible;;;;;taxable;;1;54;;0;0;0;;;;1;;1.62;1.62;AMBREE / ROUSSE / RED ALE>BIERES>BIERE 33CL VC>;
670; simple ; ;CAROLUS CLASSIC 33VC          ;1;1;visible;;;;;taxable;;1;66;;0;0;0;;;;1;;1.59;1.59;BRUNE>BIERES>BIERE 33CL VC>;
