v_products_model	v_products_price	v_products_quantity	v_tax_class_title	EOREOR	v_famille	v_sousfamille
783	1.787850058079	110	1	EOREOR	20	9
785	1.664694027901	20	1	EOREOR	20	9
786	1.582964938879	426	1	EOREOR	20	9
788	1.763635015488	25	1	EOREOR	20	9
789	1.745654970408	129	1	EOREOR	20	9
790	1.886449998617	98	1	EOREOR	20	9
792	1.56512991786	360	1	EOREOR	20	9
797	7.311941285133	10	1	EOREOR	20	14
799	8.653	3	1	EOREOR	20	10
806	7.003	0	1	EOREOR	20	10
812	1.88972992301	51	1	EOREOR	20	10
820	2.292653925419	61	1	EOREOR	20	10
866	1.43531999588	209	1	EOREOR	20	10
867	1.43531999588	182	1	EOREOR	20	10
868	1.431479033232	158	1	EOREOR	20	10
870	1.462184947729	0	1	EOREOR	20	22
871	2.325374954939	35	0	EOREOR	20	10
872	1.452199921608	0	1	EOREOR	20	10
873	1.919095985889	197	1	EOREOR	20	10
874	1.94690702796	130	1	EOREOR	20	10
875	2.16160004139	0	1	EOREOR	20	10
877	1.697156066895	248	1	EOREOR	20	10
887	2.655675077438	12	1	EOREOR	20	12
888	2.286899971962	949	1	EOREOR	20	12
890	4.529979848862	102	0	EOREOR	20	12
891	2.652774941921	7	1	EOREOR	20	12
892	1.94690702796	271	1	EOREOR	20	10
895	4.07708407402	22	1	EOREOR	20	12
936	1.83126003027	80	1	EOREOR	20	11
937	6.84	6	1	EOREOR	10	93
938	7.392	20	0	EOREOR	20	2
947	7.2	4	1	EOREOR	10	92
949	5.67	21	1	EOREOR	10	92
951	3.022061891556	0	1	EOREOR	20	14
952	2.655819928646	81	1	EOREOR	20	14
953	3.987760162354	446	1	EOREOR	20	14
955	5.026373848915	23	1	EOREOR	20	15
962	8.38613986969	18	1	EOREOR	20	15
963	10.93164103031	88	1	EOREOR	20	15
966	6.595591082573	4	1	EOREOR	20	15
967	6.078553190231	3	1	EOREOR	20	15
975	6.074194693565	68	1	EOREOR	20	14
977	6.265	1	1	EOREOR	20	14
978	2.659999966621	48	1	EOREOR	20	14
980	5.85	36	1	EOREOR	10	92
982	2.642500066757	72	1	EOREOR	20	14
983	4.670160140991	2	1	EOREOR	20	15
985	3.289	12	1	EOREOR	20	14
991	5.85	-2	1	EOREOR	10	92
993	3.794447908402	4	1	EOREOR	20	15
995	3.6	91	1	EOREOR	10	5
996	3.736070108414	92	1	EOREOR	20	14
997	3.621799850464	76	1	EOREOR	20	14
1000	3.965360116959	50	1	EOREOR	20	14
1001	3.72620985508	59	1	EOREOR	20	14
1004	3.556699895859	74	1	EOREOR	20	14
1006	7.2	18	1	EOREOR	10	94
1010	5.49	15	1	EOREOR	11	99
1011	3.022525107861	159	1	EOREOR	20	14
1012	4.387844884396	16	1	EOREOR	20	15
1028	4.001171951294	0	1	EOREOR	20	15
1030	4.181625115871	0	1	EOREOR	20	15
1036	1.965329951048	10	1	EOREOR	20	9
1038	3.05	440	1	EOREOR	20	2
1041	123.6	0	1	EOREOR	89	7
1042	103.37	0	1	EOREOR	89	6
1050	2.958984146118	57	1	EOREOR	20	15
1051	3.003039879799	51	1	EOREOR	20	15
1052	2.958984146118	36	1	EOREOR	20	15
1054	4.37920003891	180	1	EOREOR	20	2
1055	5.176935148239	60	1	EOREOR	20	15
1056	5.354400157929	6	1	EOREOR	20	15
1057	5.265470147133	35	1	EOREOR	20	15
1059	5.185349907875	24	1	EOREOR	20	15
1062	4.09359998703	280	1	EOREOR	20	2
1064	16.68424472809	17	1	EOREOR	20	16
1065	1.846665018797	141	1	EOREOR	20	25
1067	12.84452996924	0	1	EOREOR	20	16
1073	11.56820383072	6	1	EOREOR	20	16
1074	15.13498449326	12	0	EOREOR	20	16
1079	1.847204947472	73	1	EOREOR	20	25
1080	90.12	0	1	EOREOR	89	7
1084	69.50566585541	0	1	EOREOR	20	19
1086	1.95	-15	1	EOREOR	20	20
1087	3	-16	1	EOREOR	20	20
1094	2.5	-36	1	EOREOR	20	20
1095	4.5	-67	1	EOREOR	20	20
1097	153.66	0	1	EOREOR	89	7
1121	1.73851993084	83	1	EOREOR	20	22
1123	1.702202041149	0	1	EOREOR	20	22
1124	1.186837983131	0	1	EOREOR	20	22
1134	4.36760995388	0	1	EOREOR	20	23
1141	5.299280166626	0	1	EOREOR	20	24
1152	30.36635543823	14	1	EOREOR	1	32
1161	3.538484930992	0	1	EOREOR	20	15
1163	6.74	0	1	EOREOR	89	6
1168	2.041334974766	188	1	EOREOR	20	25
1170	2.20221397996	-16	1	EOREOR	20	25
1187	3.053	2	1	EOREOR	20	10
1203	10.45200004578	10	1	EOREOR	1	8
