NUMERO_LIGNE;CLIENT;DATE;DATE_LIVRAISON;ARTICLE;QUANTITE_CAISSE;NUMERO_COMMANDE
6;0;10/03/2024;10/03/2024;503;1;292
1;0;14/03/2024;14/03/2024;1693;1;293
2;0;14/03/2024;14/03/2024;922;1;293
3;0;14/03/2024;14/03/2024;62;1;293
4;0;14/03/2024;14/03/2024;1334;1;293
5;0;14/03/2024;14/03/2024;1695;1;293
6;0;14/03/2024;14/03/2024;688;1;293
7;0;14/03/2024;14/03/2024;1785;1;293
8;0;14/03/2024;14/03/2024;603;1;293
9;0;14/03/2024;14/03/2024;1041;1;293
1;10167;24/03/2024;24/03/2024;334;3;294
2;10167;24/03/2024;24/03/2024;1759;2;294
3;10167;24/03/2024;24/03/2024;1662;2;294
4;10167;24/03/2024;24/03/2024;349;1;294
5;10167;24/03/2024;24/03/2024;769;1;294
6;10167;24/03/2024;24/03/2024;189;1;294
7;10167;24/03/2024;24/03/2024;146;2;294
8;10167;24/03/2024;24/03/2024;335;1;294
1;1628;26/03/2024;26/03/2024;147;2;295
2;1628;26/03/2024;26/03/2024;189;2;295
3;1628;26/03/2024;26/03/2024;688;2;295
4;1628;26/03/2024;26/03/2024;1583;1;295
5;1628;26/03/2024;26/03/2024;1772;1;295
6;1628;26/03/2024;26/03/2024;1773;1;295
7;1628;26/03/2024;26/03/2024;1827;1;295
8;1628;26/03/2024;26/03/2024;1828;1;295
9;1628;26/03/2024;26/03/2024;1829;1;295
10;1628;26/03/2024;26/03/2024;1787;2;295
11;1628;26/03/2024;26/03/2024;1820;1;295
12;1628;26/03/2024;26/03/2024;1819;1;295
13;1628;26/03/2024;26/03/2024;1818;1;295
14;1628;26/03/2024;26/03/2024;1735;1;295
15;1628;26/03/2024;26/03/2024;1041;2;295
16;1628;26/03/2024;26/03/2024;1792;1;295
1;0;03/04/2024;03/04/2024;1759;2;296
2;0;03/04/2024;03/04/2024;147;1;296
3;0;03/04/2024;03/04/2024;1583;1;296
4;0;03/04/2024;03/04/2024;1827;1;296
5;0;03/04/2024;03/04/2024;1828;1;296
6;0;03/04/2024;03/04/2024;250;1;296
7;0;03/04/2024;03/04/2024;1809;1;296
8;0;03/04/2024;03/04/2024;333;1;296
9;0;03/04/2024;03/04/2024;349;2;296
10;0;03/04/2024;03/04/2024;335;1;296
11;0;03/04/2024;03/04/2024;1745;1;296
12;0;03/04/2024;03/04/2024;1572;1;296
13;0;03/04/2024;03/04/2024;1802;1;296
14;0;03/04/2024;03/04/2024;1824;1;296
1;1676;05/04/2024;05/04/2024;329;2;297
2;1676;05/04/2024;05/04/2024;316;1;297
3;1676;05/04/2024;05/04/2024;306;1;297
4;1676;05/04/2024;05/04/2024;1817;1;297
5;1676;05/04/2024;05/04/2024;8;1;297
6;1676;05/04/2024;05/04/2024;236;1;297
1;10222;05/04/2024;05/04/2024;147;2;298
2;10222;05/04/2024;05/04/2024;189;2;298
3;10222;05/04/2024;05/04/2024;1583;1;298
4;10222;05/04/2024;05/04/2024;1772;2;298
5;10222;05/04/2024;05/04/2024;1773;2;298
6;10222;05/04/2024;05/04/2024;1827;2;298
7;10222;05/04/2024;05/04/2024;1828;2;298
8;10222;05/04/2024;05/04/2024;1829;2;298
9;10222;05/04/2024;05/04/2024;1830;2;298
10;10222;05/04/2024;05/04/2024;333;2;298
11;10222;05/04/2024;05/04/2024;771;2;298
12;10222;05/04/2024;05/04/2024;1805;1;298
13;10222;05/04/2024;05/04/2024;1804;1;298
14;10222;05/04/2024;05/04/2024;1803;1;298
15;10222;05/04/2024;05/04/2024;1802;1;298
16;10222;05/04/2024;05/04/2024;1801;1;298
17;10222;05/04/2024;05/04/2024;1762;1;298
18;10222;05/04/2024;05/04/2024;1731;1;298
19;10222;05/04/2024;05/04/2024;201;1;298
20;10222;05/04/2024;05/04/2024;1648;1;298
21;10222;05/04/2024;05/04/2024;1628;1;298
22;10222;05/04/2024;05/04/2024;1738;1;298
23;10222;05/04/2024;05/04/2024;1819;1;298
24;10222;05/04/2024;05/04/2024;1820;1;298
1;10092;14/04/2024;14/04/2024;334;1;299
2;10092;14/04/2024;14/04/2024;335;1;299
3;10092;14/04/2024;14/04/2024;769;1;299
4;10092;14/04/2024;14/04/2024;1768;1;299
5;10092;14/04/2024;14/04/2024;147;2;299
6;10092;14/04/2024;14/04/2024;189;1;299
7;10092;14/04/2024;14/04/2024;1773;2;299
8;10092;14/04/2024;14/04/2024;1827;2;299
9;10092;14/04/2024;14/04/2024;1828;2;299
10;10092;14/04/2024;14/04/2024;1829;1;299
11;10092;14/04/2024;14/04/2024;1830;2;299
12;10092;14/04/2024;14/04/2024;1751;1;299
13;10092;14/04/2024;14/04/2024;1805;1;299
14;10092;14/04/2024;14/04/2024;1803;1;299
15;10092;14/04/2024;14/04/2024;1762;1;299
1;1761;15/04/2024;15/04/2024;1304;1;300
2;1761;15/04/2024;15/04/2024;1849;1;300
3;1761;15/04/2024;15/04/2024;1850;1;300
4;1761;15/04/2024;15/04/2024;147;1;300
5;1761;15/04/2024;15/04/2024;1827;1;300
6;1761;15/04/2024;15/04/2024;1805;1;300
7;1761;15/04/2024;15/04/2024;1804;1;300
1;0;17/04/2024;17/04/2024;1803;1;301
2;0;17/04/2024;17/04/2024;771;1;301
3;0;17/04/2024;17/04/2024;1807;1;301
4;0;17/04/2024;17/04/2024;1122;1;301
5;0;17/04/2024;17/04/2024;61;1;301
6;0;17/04/2024;17/04/2024;66;1;301
7;0;17/04/2024;17/04/2024;634;1;301
1;10191;19/04/2024;19/04/2024;1079;1;302
2;10191;19/04/2024;19/04/2024;349;2;302
3;10191;19/04/2024;19/04/2024;1318;1;302
4;10191;19/04/2024;19/04/2024;1851;1;302
5;10191;19/04/2024;19/04/2024;1852;1;302
6;10191;19/04/2024;19/04/2024;1304;1;302
7;10191;19/04/2024;19/04/2024;1849;1;302
8;10191;19/04/2024;19/04/2024;1850;1;302
9;10191;19/04/2024;19/04/2024;147;1;302
10;10191;19/04/2024;19/04/2024;203;1;302
11;10191;19/04/2024;19/04/2024;310;1;302
12;10191;19/04/2024;19/04/2024;1572;1;302
13;10191;19/04/2024;19/04/2024;1731;1;302
14;10191;19/04/2024;19/04/2024;1804;1;302
15;10191;19/04/2024;19/04/2024;1805;1;302
1;543;19/04/2024;19/04/2024;1304;1;303
2;543;19/04/2024;19/04/2024;1849;1;303
3;543;19/04/2024;19/04/2024;1850;1;303
4;543;19/04/2024;19/04/2024;147;1;303
5;543;19/04/2024;19/04/2024;133;1;303
6;543;19/04/2024;19/04/2024;1029;1;303
1;10097;19/04/2024;19/04/2024;1304;3;304
2;10097;19/04/2024;19/04/2024;1849;3;304
3;10097;19/04/2024;19/04/2024;1850;3;304
4;10097;19/04/2024;19/04/2024;147;6;304
5;10097;19/04/2024;19/04/2024;1827;1;304
6;10097;19/04/2024;19/04/2024;1828;1;304
7;10097;19/04/2024;19/04/2024;1829;1;304
8;10097;19/04/2024;19/04/2024;1830;1;304
9;10097;19/04/2024;19/04/2024;333;2;304
10;10097;19/04/2024;19/04/2024;1079;1;304
11;10097;19/04/2024;19/04/2024;1648;1;304
1;1628;24/04/2024;24/04/2024;688;2;305
2;1628;24/04/2024;24/04/2024;1304;2;305
3;1628;24/04/2024;24/04/2024;1849;2;305
4;1628;24/04/2024;24/04/2024;1850;2;305
5;1628;24/04/2024;24/04/2024;147;2;305
6;1628;24/04/2024;24/04/2024;1827;2;305
7;1628;24/04/2024;24/04/2024;1374;2;305
8;1628;24/04/2024;24/04/2024;1848;1;305
9;1628;24/04/2024;24/04/2024;1371;1;305
10;1628;24/04/2024;24/04/2024;1847;1;305
11;1628;24/04/2024;24/04/2024;310;1;305
1;0;25/04/2024;25/04/2024;1602;1;306
2;0;25/04/2024;25/04/2024;349;1;306
3;0;25/04/2024;25/04/2024;147;1;306
4;0;25/04/2024;25/04/2024;333;1;306
5;0;25/04/2024;25/04/2024;1827;1;306
6;0;25/04/2024;25/04/2024;189;1;306
7;0;25/04/2024;25/04/2024;1357;2;306
8;0;25/04/2024;25/04/2024;1856;1;306
9;0;25/04/2024;25/04/2024;1317;1;306
10;0;25/04/2024;25/04/2024;335;1;306
1;10013;26/04/2024;26/04/2024;771;1;307
2;10013;26/04/2024;26/04/2024;147;1;307
3;10013;26/04/2024;26/04/2024;1827;1;307
4;10013;26/04/2024;26/04/2024;1828;1;307
5;10013;26/04/2024;26/04/2024;1587;1;307
6;10013;26/04/2024;26/04/2024;252;1;307
7;10013;26/04/2024;26/04/2024;131;1;307
8;10013;26/04/2024;26/04/2024;310;1;307
9;10013;26/04/2024;26/04/2024;339;1;307
10;10013;26/04/2024;26/04/2024;1702;1;307
11;10013;26/04/2024;26/04/2024;1809;1;307
12;10013;26/04/2024;26/04/2024;1609;1;307
1;10013;26/04/2024;26/04/2024;349;1;308
2;10013;26/04/2024;26/04/2024;334;1;308
3;10013;26/04/2024;26/04/2024;147;1;308
1;10129;30/04/2024;30/04/2024;1827;1;309
2;10129;30/04/2024;30/04/2024;1828;1;309
3;10129;30/04/2024;30/04/2024;1317;1;309
4;10129;30/04/2024;30/04/2024;688;1;309
5;10129;30/04/2024;30/04/2024;1805;1;309
6;10129;30/04/2024;30/04/2024;349;1;309
7;10129;30/04/2024;30/04/2024;147;1;309
8;10129;30/04/2024;30/04/2024;1163;1;309
1;545;30/04/2024;30/04/2024;108;1;310
2;545;30/04/2024;30/04/2024;93;1;310
3;545;30/04/2024;30/04/2024;76;1;310
4;545;30/04/2024;30/04/2024;1114;1;310
5;545;30/04/2024;30/04/2024;494;1;310
6;545;30/04/2024;30/04/2024;492;1;310
7;545;30/04/2024;30/04/2024;189;1;310
8;545;30/04/2024;30/04/2024;60;1;310
9;545;30/04/2024;30/04/2024;306;1;310
1;0;03/05/2024;03/05/2024;1858;1;311
2;0;03/05/2024;03/05/2024;1860;1;311
3;0;03/05/2024;03/05/2024;1861;1;311
4;0;03/05/2024;03/05/2024;1862;1;311
5;0;03/05/2024;03/05/2024;252;1;311
6;0;03/05/2024;03/05/2024;1827;1;311
7;0;03/05/2024;03/05/2024;919;2;311
1;545;15/05/2024;15/05/2024;36;1;312
2;545;15/05/2024;15/05/2024;258;1;312
3;545;15/05/2024;15/05/2024;311;1;312
4;545;15/05/2024;15/05/2024;329;1;312
5;545;15/05/2024;15/05/2024;118;1;312
6;545;15/05/2024;15/05/2024;61;1;312
7;545;15/05/2024;15/05/2024;60;1;312
8;545;15/05/2024;15/05/2024;1815;1;312
9;545;15/05/2024;15/05/2024;2;1;312
10;545;15/05/2024;15/05/2024;257;1;312
1;0;18/05/2024;18/05/2024;264;1;313
2;0;18/05/2024;18/05/2024;1857;1;313
3;0;18/05/2024;18/05/2024;828;4;313
4;0;18/05/2024;18/05/2024;1686;1;313
5;0;18/05/2024;18/05/2024;113;1;313
6;0;18/05/2024;18/05/2024;1848;1;313
7;0;18/05/2024;18/05/2024;310;1;313
8;0;18/05/2024;18/05/2024;598;1;313
9;0;18/05/2024;18/05/2024;1163;1;313
10;0;18/05/2024;18/05/2024;1164;1;313
11;0;18/05/2024;18/05/2024;147;3;313
12;0;18/05/2024;18/05/2024;1827;1;313
13;0;18/05/2024;18/05/2024;1829;1;313
14;0;18/05/2024;18/05/2024;1830;1;313
15;0;18/05/2024;18/05/2024;1881;1;313
16;0;18/05/2024;18/05/2024;1882;1;313
17;0;18/05/2024;18/05/2024;1884;1;313
18;0;18/05/2024;18/05/2024;1885;1;313
19;0;18/05/2024;18/05/2024;636;1;313
20;0;18/05/2024;18/05/2024;1843;1;313
21;0;18/05/2024;18/05/2024;1694;1;313
22;0;18/05/2024;18/05/2024;1690;1;313
23;0;18/05/2024;18/05/2024;1699;1;313
24;0;18/05/2024;18/05/2024;1697;1;313
25;0;18/05/2024;18/05/2024;89;2;313
26;0;18/05/2024;18/05/2024;1868;1;313
27;0;18/05/2024;18/05/2024;1865;1;313
28;0;18/05/2024;18/05/2024;970;1;313
29;0;18/05/2024;18/05/2024;44;1;313
30;0;18/05/2024;18/05/2024;45;1;313
31;0;18/05/2024;18/05/2024;335;1;313
1;10667;21/05/2024;21/05/2024;1857;2;314
2;10667;21/05/2024;21/05/2024;264;2;314
3;10667;21/05/2024;21/05/2024;252;2;314
4;10667;21/05/2024;21/05/2024;1572;2;314
5;10667;21/05/2024;21/05/2024;1803;2;314
6;10667;21/05/2024;21/05/2024;1858;2;314
7;10667;21/05/2024;21/05/2024;1859;2;314
8;10667;21/05/2024;21/05/2024;1860;2;314
9;10667;21/05/2024;21/05/2024;1862;2;314
10;10667;21/05/2024;21/05/2024;1848;2;314
11;10667;21/05/2024;21/05/2024;1648;2;314
12;10667;21/05/2024;21/05/2024;203;1;314
13;10667;21/05/2024;21/05/2024;334;1;314
14;10667;21/05/2024;21/05/2024;147;2;314
15;10667;21/05/2024;21/05/2024;189;1;314
16;10667;21/05/2024;21/05/2024;1745;2;314
17;10667;21/05/2024;21/05/2024;1744;2;314
18;10667;21/05/2024;21/05/2024;1743;1;314
19;10667;21/05/2024;21/05/2024;1649;1;314
20;10667;21/05/2024;21/05/2024;1715;1;314
1;10210;27/05/2024;27/05/2024;17;1;315
2;10210;27/05/2024;27/05/2024;19;1;315
3;10210;27/05/2024;27/05/2024;819;1;315
4;10210;27/05/2024;27/05/2024;78;1;315
5;10210;27/05/2024;27/05/2024;37;1;315
6;10210;27/05/2024;27/05/2024;1612;1;315
7;10210;27/05/2024;27/05/2024;1827;1;315
8;10210;27/05/2024;27/05/2024;147;1;315
9;10210;27/05/2024;27/05/2024;314;1;315
10;10210;27/05/2024;27/05/2024;1697;1;315
11;10210;27/05/2024;27/05/2024;40;1;315
12;10210;27/05/2024;27/05/2024;259;1;315
13;10210;27/05/2024;27/05/2024;44;1;315
14;10210;27/05/2024;27/05/2024;46;1;315
15;10210;27/05/2024;27/05/2024;36;1;315
16;10210;27/05/2024;27/05/2024;62;1;315
17;10210;27/05/2024;27/05/2024;81;1;315
18;10210;27/05/2024;27/05/2024;1028;1;315
19;10210;27/05/2024;27/05/2024;67;1;315
20;10210;27/05/2024;27/05/2024;315;1;315
21;10210;27/05/2024;27/05/2024;252;1;315
22;10210;27/05/2024;27/05/2024;1572;1;315
1;0;28/05/2024;28/05/2024;1476;1;316
2;0;28/05/2024;28/05/2024;1889;1;316
3;0;28/05/2024;28/05/2024;1887;1;316
4;0;28/05/2024;28/05/2024;1888;1;316
1;0;30/05/2024;30/05/2024;1355;2;317
2;0;30/05/2024;30/05/2024;1805;1;317
3;0;30/05/2024;30/05/2024;1859;1;317
4;0;30/05/2024;30/05/2024;1860;1;317
5;0;30/05/2024;30/05/2024;1862;1;317
6;0;30/05/2024;30/05/2024;688;1;317
7;0;30/05/2024;30/05/2024;1895;1;317
8;0;30/05/2024;30/05/2024;1830;1;317
9;0;30/05/2024;30/05/2024;1743;1;317
10;0;30/05/2024;30/05/2024;1745;1;317
11;0;30/05/2024;30/05/2024;1041;1;317
12;0;30/05/2024;30/05/2024;1897;1;317
13;0;30/05/2024;30/05/2024;656;2;317
1;10186;31/05/2024;31/05/2024;1893;1;318
2;10186;31/05/2024;31/05/2024;1891;1;318
3;10186;31/05/2024;31/05/2024;1878;1;318
4;10186;31/05/2024;31/05/2024;1883;1;318
5;10186;31/05/2024;31/05/2024;1881;1;318
6;10186;31/05/2024;31/05/2024;1857;1;318
7;10186;31/05/2024;31/05/2024;89;1;318
8;10186;31/05/2024;31/05/2024;656;1;318
9;10186;31/05/2024;31/05/2024;828;1;318
10;10186;31/05/2024;31/05/2024;1859;1;318
11;10186;31/05/2024;31/05/2024;1858;1;318
12;10186;31/05/2024;31/05/2024;1862;1;318
13;10186;31/05/2024;31/05/2024;1431;1;318
14;10186;31/05/2024;31/05/2024;1900;1;318
15;10186;31/05/2024;31/05/2024;1899;1;318
16;10186;31/05/2024;31/05/2024;1846;1;318
17;10186;31/05/2024;31/05/2024;1848;1;318
18;10186;31/05/2024;31/05/2024;1371;1;318
19;10186;31/05/2024;31/05/2024;544;1;318
20;10186;31/05/2024;31/05/2024;1711;1;318
21;10186;31/05/2024;31/05/2024;1713;1;318
22;10186;31/05/2024;31/05/2024;597;1;318
23;10186;31/05/2024;31/05/2024;1830;1;318
24;10186;31/05/2024;31/05/2024;189;1;318
25;10186;31/05/2024;31/05/2024;1897;1;318
26;10186;31/05/2024;31/05/2024;1807;1;318
27;10186;31/05/2024;31/05/2024;1879;1;318
28;10186;31/05/2024;31/05/2024;1841;1;318
29;10186;31/05/2024;31/05/2024;1607;1;318
30;10186;31/05/2024;31/05/2024;1694;1;318
31;10186;31/05/2024;31/05/2024;1696;1;318
32;10186;31/05/2024;31/05/2024;1698;1;318
33;10186;31/05/2024;31/05/2024;1697;1;318
34;10186;31/05/2024;31/05/2024;1690;1;318
35;10186;31/05/2024;31/05/2024;927;1;318
36;10186;31/05/2024;31/05/2024;1701;2;318
37;10186;31/05/2024;31/05/2024;236;1;318
1;543;31/05/2024;31/05/2024;147;2;319
2;543;31/05/2024;31/05/2024;1330;1;319
3;543;31/05/2024;31/05/2024;1700;1;319
4;543;31/05/2024;31/05/2024;47;1;319
1;543;31/05/2024;31/05/2024;1887;1;320
1;0;03/06/2024;03/06/2024;1899;1;321
2;0;03/06/2024;03/06/2024;1897;1;321
3;0;03/06/2024;03/06/2024;147;1;321
4;0;03/06/2024;03/06/2024;870;1;321
5;0;03/06/2024;03/06/2024;778;1;321
6;0;03/06/2024;03/06/2024;1875;1;321
1;10013;04/06/2024;04/06/2024;1859;1;322
2;10013;04/06/2024;04/06/2024;1860;1;322
3;10013;04/06/2024;04/06/2024;1861;1;322
4;10013;04/06/2024;04/06/2024;1703;1;322
5;10013;04/06/2024;04/06/2024;1702;1;322
6;10013;04/06/2024;04/06/2024;147;1;322
7;10013;04/06/2024;04/06/2024;1895;1;322
8;10013;04/06/2024;04/06/2024;1894;1;322
9;10013;04/06/2024;04/06/2024;1897;1;322
10;10013;04/06/2024;04/06/2024;1898;1;322
11;10013;04/06/2024;04/06/2024;1880;1;322
12;10013;04/06/2024;04/06/2024;1885;1;322
13;10013;04/06/2024;04/06/2024;1877;1;322
14;10013;04/06/2024;04/06/2024;1055;1;322
15;10013;04/06/2024;04/06/2024;494;1;322
16;10013;04/06/2024;04/06/2024;771;1;322
17;10013;04/06/2024;04/06/2024;1854;1;322
18;10013;04/06/2024;04/06/2024;1887;1;322
19;10013;04/06/2024;04/06/2024;1700;1;322
1;1628;06/06/2024;06/06/2024;1486;2;323
2;1628;06/06/2024;06/06/2024;1487;6;323
3;1628;06/06/2024;06/06/2024;1489;3;323
4;1628;06/06/2024;06/06/2024;1492;1;323
5;1628;06/06/2024;06/06/2024;1830;1;323
6;1628;06/06/2024;06/06/2024;1894;1;323
7;1628;06/06/2024;06/06/2024;1895;1;323
8;1628;06/06/2024;06/06/2024;1896;1;323
1;0;07/06/2024;07/06/2024;109;1;324
2;0;07/06/2024;07/06/2024;300;1;324
3;0;07/06/2024;07/06/2024;656;1;324
4;0;07/06/2024;07/06/2024;1894;1;324
5;0;07/06/2024;07/06/2024;1896;1;324
6;0;07/06/2024;07/06/2024;1897;1;324
1;0;11/06/2024;11/06/2024;1371;1;325
2;0;11/06/2024;11/06/2024;310;1;325
3;0;11/06/2024;11/06/2024;1846;1;325
4;0;11/06/2024;11/06/2024;1879;1;325
5;0;11/06/2024;11/06/2024;1810;1;325
6;0;11/06/2024;11/06/2024;1637;1;325
7;0;11/06/2024;11/06/2024;114;1;325
8;0;11/06/2024;11/06/2024;1858;1;325
9;0;11/06/2024;11/06/2024;1803;1;325
10;0;11/06/2024;11/06/2024;1355;1;325
11;0;11/06/2024;11/06/2024;771;1;325
12;0;11/06/2024;11/06/2024;333;1;325
13;0;11/06/2024;11/06/2024;189;1;325
14;0;11/06/2024;11/06/2024;147;1;325
15;0;11/06/2024;11/06/2024;1875;1;325
16;0;11/06/2024;11/06/2024;1334;1;325
1;10194;11/06/2024;11/06/2024;769;1;326
2;10194;11/06/2024;11/06/2024;335;1;326
3;10194;11/06/2024;11/06/2024;334;1;326
4;10194;11/06/2024;11/06/2024;1725;1;326
5;10194;11/06/2024;11/06/2024;1357;1;326
6;10194;11/06/2024;11/06/2024;127;1;326
7;10194;11/06/2024;11/06/2024;544;1;326
8;10194;11/06/2024;11/06/2024;1711;1;326
9;10194;11/06/2024;11/06/2024;1712;1;326
10;10194;11/06/2024;11/06/2024;1587;1;326
11;10194;11/06/2024;11/06/2024;1897;1;326
12;10194;11/06/2024;11/06/2024;1895;1;326
13;10194;11/06/2024;11/06/2024;189;1;326
14;10194;11/06/2024;11/06/2024;147;1;326
15;10194;11/06/2024;11/06/2024;771;1;326
16;10194;11/06/2024;11/06/2024;1910;1;326
17;10194;11/06/2024;11/06/2024;1911;1;326
18;10194;11/06/2024;11/06/2024;1913;1;326
19;10194;11/06/2024;11/06/2024;1889;1;326
20;10194;11/06/2024;11/06/2024;1857;1;326
1;0;17/06/2024;17/06/2024;1813;1;327
2;0;17/06/2024;17/06/2024;927;1;327
3;0;17/06/2024;17/06/2024;890;1;327
4;0;17/06/2024;17/06/2024;769;1;327
5;0;17/06/2024;17/06/2024;200;1;327
6;0;17/06/2024;17/06/2024;334;1;327
7;0;17/06/2024;17/06/2024;1881;1;327
8;0;17/06/2024;17/06/2024;1842;1;327
9;0;17/06/2024;17/06/2024;118;1;327
10;0;17/06/2024;17/06/2024;634;1;327
11;0;17/06/2024;17/06/2024;1331;1;327
12;0;17/06/2024;17/06/2024;1875;1;327
13;0;17/06/2024;17/06/2024;1879;1;327
14;0;17/06/2024;17/06/2024;919;1;327
1;545;19/06/2024;19/06/2024;306;1;328
2;545;19/06/2024;19/06/2024;312;1;328
3;545;19/06/2024;19/06/2024;316;1;328
4;545;19/06/2024;19/06/2024;329;1;328
5;545;19/06/2024;19/06/2024;76;1;328
6;545;19/06/2024;19/06/2024;258;1;328
7;545;19/06/2024;19/06/2024;236;1;328
1;1761;21/06/2024;21/06/2024;147;1;329
2;1761;21/06/2024;21/06/2024;1911;1;329
3;1761;21/06/2024;21/06/2024;1916;1;329
4;1761;21/06/2024;21/06/2024;1910;1;329
5;1761;21/06/2024;21/06/2024;1355;1;329
6;1761;21/06/2024;21/06/2024;1859;1;329
7;1761;21/06/2024;21/06/2024;1861;1;329
8;1761;21/06/2024;21/06/2024;1895;1;329
9;1761;21/06/2024;21/06/2024;1898;1;329
10;1761;21/06/2024;21/06/2024;1897;1;329
1;0;23/06/2024;23/06/2024;1046;1;330
2;0;23/06/2024;23/06/2024;1858;1;330
3;0;23/06/2024;23/06/2024;349;1;330
4;0;23/06/2024;23/06/2024;769;1;330
5;0;23/06/2024;23/06/2024;1747;1;330
6;0;23/06/2024;23/06/2024;147;1;330
7;0;23/06/2024;23/06/2024;1874;1;330
8;0;23/06/2024;23/06/2024;200;1;330
9;0;23/06/2024;23/06/2024;89;1;330
10;0;23/06/2024;23/06/2024;1912;1;330
11;0;23/06/2024;23/06/2024;1725;1;330
1;545;26/06/2024;26/06/2024;189;1;331
2;545;26/06/2024;26/06/2024;329;2;331
3;545;26/06/2024;26/06/2024;316;1;331
4;545;26/06/2024;26/06/2024;493;1;331
5;545;26/06/2024;26/06/2024;494;1;331
6;545;26/06/2024;26/06/2024;919;1;331
7;545;26/06/2024;26/06/2024;1506;1;331
8;545;26/06/2024;26/06/2024;1093;1;331
9;545;26/06/2024;26/06/2024;1094;1;331
1;10186;26/06/2024;26/06/2024;1079;1;332
2;10186;26/06/2024;26/06/2024;1915;1;332
3;10186;26/06/2024;26/06/2024;1914;1;332
4;10186;26/06/2024;26/06/2024;1847;1;332
5;10186;26/06/2024;26/06/2024;1648;1;332
6;10186;26/06/2024;26/06/2024;771;1;332
7;10186;26/06/2024;26/06/2024;1894;1;332
8;10186;26/06/2024;26/06/2024;1355;1;332
9;10186;26/06/2024;26/06/2024;1800;1;332
10;10186;26/06/2024;26/06/2024;1743;1;332
11;10186;26/06/2024;26/06/2024;1711;1;332
12;10186;26/06/2024;26/06/2024;1313;1;332
13;10186;26/06/2024;26/06/2024;1506;2;332
14;10186;26/06/2024;26/06/2024;1093;1;332
15;10186;26/06/2024;26/06/2024;1875;1;332
16;10186;26/06/2024;26/06/2024;677;1;332
17;10186;26/06/2024;26/06/2024;339;1;332
18;10186;26/06/2024;26/06/2024;1917;1;332
19;10186;26/06/2024;26/06/2024;1893;1;332
20;10186;26/06/2024;26/06/2024;1624;1;332
1;543;29/06/2024;29/06/2024;27;1;333
2;543;29/06/2024;29/06/2024;26;1;333
3;543;29/06/2024;29/06/2024;1701;1;333
4;543;29/06/2024;29/06/2024;1814;1;333
5;543;29/06/2024;29/06/2024;329;2;333
1;10186;29/06/2024;29/06/2024;252;1;334
2;10186;29/06/2024;29/06/2024;1861;1;334
3;10186;29/06/2024;29/06/2024;1910;1;334
4;10186;29/06/2024;29/06/2024;769;1;334
5;10186;29/06/2024;29/06/2024;1898;1;334
6;10186;29/06/2024;29/06/2024;771;1;334
7;10186;29/06/2024;29/06/2024;1334;1;334
8;10186;29/06/2024;29/06/2024;1875;1;334
1;10125;04/07/2024;04/07/2024;252;1;335
2;10125;04/07/2024;04/07/2024;1648;1;335
3;10125;04/07/2024;04/07/2024;339;1;335
4;10125;04/07/2024;04/07/2024;1914;1;335
5;10125;04/07/2024;04/07/2024;1915;1;335
6;10125;04/07/2024;04/07/2024;1862;1;335
7;10125;04/07/2024;04/07/2024;1712;1;335
8;10125;04/07/2024;04/07/2024;544;1;335
9;10125;04/07/2024;04/07/2024;1313;1;335
10;10125;04/07/2024;04/07/2024;147;2;335
11;10125;04/07/2024;04/07/2024;189;2;335
12;10125;04/07/2024;04/07/2024;1922;1;335
13;10125;04/07/2024;04/07/2024;771;1;335
14;10125;04/07/2024;04/07/2024;1910;1;335
15;10125;04/07/2024;04/07/2024;334;2;335
1;0;09/07/2024;09/07/2024;200;2;336
2;0;09/07/2024;09/07/2024;1637;1;336
3;0;09/07/2024;09/07/2024;927;1;336
4;0;09/07/2024;09/07/2024;109;1;336
5;0;09/07/2024;09/07/2024;1648;1;336
6;0;09/07/2024;09/07/2024;1913;1;336
7;0;09/07/2024;09/07/2024;1587;1;336
8;0;09/07/2024;09/07/2024;236;1;336
9;0;09/07/2024;09/07/2024;8;1;336
10;0;09/07/2024;09/07/2024;1701;1;336
11;0;09/07/2024;09/07/2024;1700;1;336
1;10013;16/07/2024;16/07/2024;252;1;337
2;10013;16/07/2024;16/07/2024;1911;1;337
3;10013;16/07/2024;16/07/2024;1913;1;337
4;10013;16/07/2024;16/07/2024;131;1;337
5;10013;16/07/2024;16/07/2024;1914;1;337
6;10013;16/07/2024;16/07/2024;1915;1;337
7;10013;16/07/2024;16/07/2024;1701;1;337
8;10013;16/07/2024;16/07/2024;1702;1;337
9;10013;16/07/2024;16/07/2024;147;1;337
10;10013;16/07/2024;16/07/2024;1919;1;337
11;10013;16/07/2024;16/07/2024;1920;1;337
12;10013;16/07/2024;16/07/2024;1921;1;337
13;10013;16/07/2024;16/07/2024;250;1;337
14;10013;16/07/2024;16/07/2024;1740;1;337
15;10013;16/07/2024;16/07/2024;138;1;337
16;10013;16/07/2024;16/07/2024;1916;1;337
17;10013;16/07/2024;16/07/2024;922;1;337
1;545;17/07/2024;17/07/2024;1093;1;338
2;545;17/07/2024;17/07/2024;1506;1;338
3;545;17/07/2024;17/07/2024;36;1;338
4;545;17/07/2024;17/07/2024;132;1;338
5;545;17/07/2024;17/07/2024;1817;1;338
6;545;17/07/2024;17/07/2024;329;1;338
7;545;17/07/2024;17/07/2024;316;1;338
8;545;17/07/2024;17/07/2024;312;2;338
9;545;17/07/2024;17/07/2024;61;1;338
