NUMERO_LIGNE;CLIENT;DATE;DATE_LIVRAISON;ARTICLE;QUANTITE_CAISSE;NUMERO_COMMANDE
10;545;17/07/2024;17/07/2024;1114;1;338
11;545;17/07/2024;17/07/2024;76;1;338
1;10097;19/07/2024;19/07/2024;147;4;339
2;10097;19/07/2024;19/07/2024;1894;1;339
3;10097;19/07/2024;19/07/2024;1895;1;339
4;10097;19/07/2024;19/07/2024;1898;1;339
5;10097;19/07/2024;19/07/2024;1919;1;339
6;10097;19/07/2024;19/07/2024;1920;1;339
7;10097;19/07/2024;19/07/2024;1921;1;339
8;10097;19/07/2024;19/07/2024;1922;1;339
9;10097;19/07/2024;19/07/2024;1932;1;339
10;10097;19/07/2024;19/07/2024;1933;1;339
11;10097;19/07/2024;19/07/2024;1934;1;339
12;10097;19/07/2024;19/07/2024;1935;1;339
13;10097;19/07/2024;19/07/2024;1587;1;339
14;10097;19/07/2024;19/07/2024;656;1;339
15;10097;19/07/2024;19/07/2024;1913;1;339
16;10097;19/07/2024;19/07/2024;180;1;339
17;10097;19/07/2024;19/07/2024;1931;1;339
18;10097;19/07/2024;19/07/2024;1930;1;339
19;10097;19/07/2024;19/07/2024;306;1;339
1;1761;19/07/2024;19/07/2024;1935;1;340
2;1761;19/07/2024;19/07/2024;1934;1;340
3;1761;19/07/2024;19/07/2024;1932;1;340
4;1761;19/07/2024;19/07/2024;1933;1;340
5;1761;19/07/2024;19/07/2024;1931;1;340
6;1761;19/07/2024;19/07/2024;1930;1;340
1;10171;22/07/2024;22/07/2024;1355;1;341
2;10171;22/07/2024;22/07/2024;1805;1;341
3;10171;22/07/2024;22/07/2024;1926;1;341
4;10171;22/07/2024;22/07/2024;1928;1;341
5;10171;22/07/2024;22/07/2024;1930;1;341
6;10171;22/07/2024;22/07/2024;1931;1;341
7;10171;22/07/2024;22/07/2024;1757;1;341
8;10171;22/07/2024;22/07/2024;1753;1;341
9;10171;22/07/2024;22/07/2024;1846;1;341
10;10171;22/07/2024;22/07/2024;1914;1;341
11;10171;22/07/2024;22/07/2024;677;1;341
12;10171;22/07/2024;22/07/2024;1079;1;341
13;10171;22/07/2024;22/07/2024;1894;1;341
14;10171;22/07/2024;22/07/2024;1896;1;341
15;10171;22/07/2024;22/07/2024;1898;1;341
16;10171;22/07/2024;22/07/2024;1919;1;341
17;10171;22/07/2024;22/07/2024;1920;1;341
18;10171;22/07/2024;22/07/2024;1932;1;341
19;10171;22/07/2024;22/07/2024;1933;1;341
20;10171;22/07/2024;22/07/2024;1880;1;341
1;0;26/07/2024;26/07/2024;1357;3;342
1;1761;26/07/2024;26/07/2024;1927;1;343
2;1761;26/07/2024;26/07/2024;1926;1;343
3;1761;26/07/2024;26/07/2024;147;1;343
4;1761;26/07/2024;26/07/2024;1932;1;343
5;1761;26/07/2024;26/07/2024;1934;1;343
6;1761;26/07/2024;26/07/2024;1935;1;343
7;1761;26/07/2024;26/07/2024;1921;1;343
8;1761;26/07/2024;26/07/2024;1922;1;343
1;0;31/07/2024;31/07/2024;634;1;344
2;0;31/07/2024;31/07/2024;1355;1;344
3;0;31/07/2024;31/07/2024;1926;1;344
4;0;31/07/2024;31/07/2024;1928;1;344
1;0;06/08/2024;06/08/2024;634;1;345
2;0;06/08/2024;06/08/2024;148;1;345
3;0;06/08/2024;06/08/2024;1842;1;345
4;0;06/08/2024;06/08/2024;59;1;345
5;0;06/08/2024;06/08/2024;424;1;345
6;0;06/08/2024;06/08/2024;1637;1;345
7;0;06/08/2024;06/08/2024;1754;1;345
8;0;06/08/2024;06/08/2024;1702;1;345
9;0;06/08/2024;06/08/2024;1587;1;345
10;0;06/08/2024;06/08/2024;1598;1;345
11;0;06/08/2024;06/08/2024;1595;1;345
12;0;06/08/2024;06/08/2024;66;1;345
13;0;06/08/2024;06/08/2024;1815;1;345
14;0;06/08/2024;06/08/2024;1331;1;345
15;0;06/08/2024;06/08/2024;49;1;345
16;0;06/08/2024;06/08/2024;1599;1;345
17;0;06/08/2024;06/08/2024;61;1;345
18;0;06/08/2024;06/08/2024;139;1;345
19;0;06/08/2024;06/08/2024;118;1;345
20;0;06/08/2024;06/08/2024;205;1;345
21;0;06/08/2024;06/08/2024;1597;1;345
1;10186;13/08/2024;13/08/2024;1930;1;346
2;10186;13/08/2024;13/08/2024;1927;1;346
3;10186;13/08/2024;13/08/2024;1926;1;346
4;10186;13/08/2024;13/08/2024;252;1;346
5;10186;13/08/2024;13/08/2024;1913;1;346
6;10186;13/08/2024;13/08/2024;1757;1;346
7;10186;13/08/2024;13/08/2024;1753;1;346
8;10186;13/08/2024;13/08/2024;1714;1;346
9;10186;13/08/2024;13/08/2024;1313;1;346
10;10186;13/08/2024;13/08/2024;1711;1;346
11;10186;13/08/2024;13/08/2024;1164;1;346
12;10186;13/08/2024;13/08/2024;1612;1;346
13;10186;13/08/2024;13/08/2024;1701;2;346
14;10186;13/08/2024;13/08/2024;147;1;346
15;10186;13/08/2024;13/08/2024;189;1;346
16;10186;13/08/2024;13/08/2024;1898;1;346
17;10186;13/08/2024;13/08/2024;1921;1;346
18;10186;13/08/2024;13/08/2024;1922;1;346
19;10186;13/08/2024;13/08/2024;1934;1;346
20;10186;13/08/2024;13/08/2024;1935;1;346
21;10186;13/08/2024;13/08/2024;1637;1;346
22;10186;13/08/2024;13/08/2024;1933;1;346
23;10186;13/08/2024;13/08/2024;1929;1;346
24;10186;13/08/2024;13/08/2024;1079;1;346
25;10186;13/08/2024;13/08/2024;71;1;346
26;10186;13/08/2024;13/08/2024;656;1;346
27;10186;13/08/2024;13/08/2024;1476;1;346
28;10186;13/08/2024;13/08/2024;1506;2;346
29;10186;13/08/2024;13/08/2024;1093;2;346
30;10186;13/08/2024;13/08/2024;1599;1;346
31;10186;13/08/2024;13/08/2024;1931;1;346
1;10178;18/08/2024;18/08/2024;1648;1;347
2;10178;18/08/2024;18/08/2024;677;1;347
3;10178;18/08/2024;18/08/2024;147;2;347
4;10178;18/08/2024;18/08/2024;1895;1;347
5;10178;18/08/2024;18/08/2024;1919;1;347
6;10178;18/08/2024;18/08/2024;1921;1;347
7;10178;18/08/2024;18/08/2024;1933;1;347
8;10178;18/08/2024;18/08/2024;1935;1;347
9;10178;18/08/2024;18/08/2024;1922;1;347
10;10178;18/08/2024;18/08/2024;1931;1;347
11;10178;18/08/2024;18/08/2024;1928;1;347
12;10178;18/08/2024;18/08/2024;1913;1;347
13;10178;18/08/2024;18/08/2024;1701;2;347
14;10178;18/08/2024;18/08/2024;8;2;347
15;10178;18/08/2024;18/08/2024;189;1;347
16;10178;18/08/2024;18/08/2024;1932;1;347
17;10178;18/08/2024;18/08/2024;1738;1;347
18;10178;18/08/2024;18/08/2024;200;1;347
19;10178;18/08/2024;18/08/2024;1917;1;347
20;10178;18/08/2024;18/08/2024;1842;1;347
1;0;20/08/2024;20/08/2024;1928;1;348
2;0;20/08/2024;20/08/2024;252;1;348
3;0;20/08/2024;20/08/2024;1926;1;348
4;0;20/08/2024;20/08/2024;147;1;348
5;0;20/08/2024;20/08/2024;1933;1;348
6;0;20/08/2024;20/08/2024;1922;1;348
7;0;20/08/2024;20/08/2024;1934;1;348
8;0;20/08/2024;20/08/2024;919;1;348
9;0;20/08/2024;20/08/2024;1093;1;348
10;0;20/08/2024;20/08/2024;1506;1;348
1;10013;20/08/2024;20/08/2024;252;1;349
2;10013;20/08/2024;20/08/2024;1926;1;349
3;10013;20/08/2024;20/08/2024;1927;1;349
4;10013;20/08/2024;20/08/2024;1928;1;349
5;10013;20/08/2024;20/08/2024;800;1;349
6;10013;20/08/2024;20/08/2024;147;1;349
7;10013;20/08/2024;20/08/2024;1932;1;349
8;10013;20/08/2024;20/08/2024;1934;1;349
9;10013;20/08/2024;20/08/2024;1935;1;349
10;10013;20/08/2024;20/08/2024;1889;1;349
11;10013;20/08/2024;20/08/2024;1938;1;349
12;10013;20/08/2024;20/08/2024;1931;1;349
1;10162;24/08/2024;24/08/2024;656;1;350
2;10162;24/08/2024;24/08/2024;1913;1;350
3;10162;24/08/2024;24/08/2024;189;1;350
4;10162;24/08/2024;24/08/2024;1895;1;350
5;10162;24/08/2024;24/08/2024;1921;1;350
6;10162;24/08/2024;24/08/2024;1711;1;350
7;10162;24/08/2024;24/08/2024;1714;1;350
8;10162;24/08/2024;24/08/2024;1648;1;350
9;10162;24/08/2024;24/08/2024;1079;1;350
10;10162;24/08/2024;24/08/2024;1701;2;350
11;10162;24/08/2024;24/08/2024;1817;1;350
12;10162;24/08/2024;24/08/2024;494;1;350
13;10162;24/08/2024;24/08/2024;1865;1;350
14;10162;24/08/2024;24/08/2024;334;3;350
15;10162;24/08/2024;24/08/2024;335;1;350
16;10162;24/08/2024;24/08/2024;1725;1;350
1;0;28/08/2024;28/08/2024;147;1;351
2;0;28/08/2024;28/08/2024;333;1;351
3;0;28/08/2024;28/08/2024;1944;1;351
4;0;28/08/2024;28/08/2024;771;1;351
5;0;28/08/2024;28/08/2024;1946;1;351
6;0;28/08/2024;28/08/2024;1945;1;351
7;0;28/08/2024;28/08/2024;252;1;351
8;0;28/08/2024;28/08/2024;656;1;351
1;0;03/09/2024;03/09/2024;1079;1;352
2;0;03/09/2024;03/09/2024;1800;1;352
3;0;03/09/2024;03/09/2024;300;1;352
4;0;03/09/2024;03/09/2024;61;1;352
5;0;03/09/2024;03/09/2024;1692;1;352
6;0;03/09/2024;03/09/2024;1907;1;352
7;0;03/09/2024;03/09/2024;1687;1;352
8;0;03/09/2024;03/09/2024;1093;1;352
9;0;03/09/2024;03/09/2024;1094;1;352
10;0;03/09/2024;03/09/2024;1506;1;352
11;0;03/09/2024;03/09/2024;919;1;352
1;545;04/09/2024;04/09/2024;258;1;353
2;545;04/09/2024;04/09/2024;329;1;353
3;545;04/09/2024;04/09/2024;316;1;353
4;545;04/09/2024;04/09/2024;306;1;353
5;545;04/09/2024;04/09/2024;61;1;353
6;545;04/09/2024;04/09/2024;1094;1;353
7;545;04/09/2024;04/09/2024;492;1;353
8;545;04/09/2024;04/09/2024;76;1;353
1;1761;05/09/2024;05/09/2024;1960;1;354
2;1761;05/09/2024;05/09/2024;1962;1;354
3;1761;05/09/2024;05/09/2024;1963;1;354
4;1761;05/09/2024;05/09/2024;1964;1;354
5;1761;05/09/2024;05/09/2024;1966;1;354
6;1761;05/09/2024;05/09/2024;1928;1;354
7;1761;05/09/2024;05/09/2024;147;1;354
8;1761;05/09/2024;05/09/2024;1919;1;354
9;1761;05/09/2024;05/09/2024;1932;1;354
10;1761;05/09/2024;05/09/2024;1944;1;354
11;1761;05/09/2024;05/09/2024;1946;1;354
12;1761;05/09/2024;05/09/2024;1945;1;354
13;1761;05/09/2024;05/09/2024;1355;1;354
14;1761;05/09/2024;05/09/2024;1959;1;354
15;1761;05/09/2024;05/09/2024;1874;1;354
1;10178;07/09/2024;07/09/2024;1946;1;355
2;10178;07/09/2024;07/09/2024;1945;1;355
3;10178;07/09/2024;07/09/2024;771;1;355
4;10178;07/09/2024;07/09/2024;1947;1;355
5;10178;07/09/2024;07/09/2024;333;1;355
6;10178;07/09/2024;07/09/2024;147;1;355
7;10178;07/09/2024;07/09/2024;1919;1;355
8;10178;07/09/2024;07/09/2024;1966;1;355
9;10178;07/09/2024;07/09/2024;1964;1;355
10;10178;07/09/2024;07/09/2024;1963;1;355
11;10178;07/09/2024;07/09/2024;1927;1;355
12;10178;07/09/2024;07/09/2024;1940;1;355
1;0;11/09/2024;11/09/2024;922;1;356
2;0;11/09/2024;11/09/2024;1334;1;356
3;0;11/09/2024;11/09/2024;1913;1;356
4;0;11/09/2024;11/09/2024;771;1;356
5;0;11/09/2024;11/09/2024;118;1;356
1;10186;13/09/2024;13/09/2024;1800;1;357
2;10186;13/09/2024;13/09/2024;1963;1;357
3;10186;13/09/2024;13/09/2024;1929;1;357
4;10186;13/09/2024;13/09/2024;1913;1;357
5;10186;13/09/2024;13/09/2024;778;1;357
6;10186;13/09/2024;13/09/2024;113;1;357
7;10186;13/09/2024;13/09/2024;1792;1;357
8;10186;13/09/2024;13/09/2024;1753;1;357
9;10186;13/09/2024;13/09/2024;800;1;357
10;10186;13/09/2024;13/09/2024;1754;1;357
11;10186;13/09/2024;13/09/2024;1624;1;357
12;10186;13/09/2024;13/09/2024;1079;1;357
13;10186;13/09/2024;13/09/2024;1711;1;357
14;10186;13/09/2024;13/09/2024;1164;1;357
15;10186;13/09/2024;13/09/2024;599;1;357
16;10186;13/09/2024;13/09/2024;1612;1;357
17;10186;13/09/2024;13/09/2024;1909;1;357
18;10186;13/09/2024;13/09/2024;1943;1;357
19;10186;13/09/2024;13/09/2024;1945;1;357
20;10186;13/09/2024;13/09/2024;333;2;357
21;10186;13/09/2024;13/09/2024;1587;1;357
22;10186;13/09/2024;13/09/2024;1725;1;357
23;10186;13/09/2024;13/09/2024;1740;1;357
24;10186;13/09/2024;13/09/2024;1971;1;357
25;10186;13/09/2024;13/09/2024;1887;1;357
26;10186;13/09/2024;13/09/2024;91;1;357
27;10186;13/09/2024;13/09/2024;97;2;357
28;10186;13/09/2024;13/09/2024;942;1;357
29;10186;13/09/2024;13/09/2024;1908;1;357
1;545;17/09/2024;17/09/2024;1330;1;358
2;545;17/09/2024;17/09/2024;1333;1;358
3;545;17/09/2024;17/09/2024;97;1;358
4;545;17/09/2024;17/09/2024;93;1;358
5;545;17/09/2024;17/09/2024;26;1;358
6;545;17/09/2024;17/09/2024;1376;1;358
7;545;17/09/2024;17/09/2024;61;1;358
8;545;17/09/2024;17/09/2024;59;1;358
1;10013;01/10/2024;01/10/2024;1965;1;359
2;10013;01/10/2024;01/10/2024;252;1;359
3;10013;01/10/2024;01/10/2024;1927;1;359
4;10013;01/10/2024;01/10/2024;131;1;359
5;10013;01/10/2024;01/10/2024;257;1;359
6;10013;01/10/2024;01/10/2024;1817;1;359
7;10013;01/10/2024;01/10/2024;147;1;359
8;10013;01/10/2024;01/10/2024;2007;1;359
9;10013;01/10/2024;01/10/2024;2009;1;359
10;10013;01/10/2024;01/10/2024;2010;1;359
11;10013;01/10/2024;01/10/2024;2011;1;359
12;10013;01/10/2024;01/10/2024;2021;1;359
13;10013;01/10/2024;01/10/2024;2024;1;359
14;10013;01/10/2024;01/10/2024;250;1;359
15;10013;01/10/2024;01/10/2024;494;1;359
16;10013;01/10/2024;01/10/2024;1969;1;359
17;10013;01/10/2024;01/10/2024;138;1;359
1;545;02/10/2024;02/10/2024;329;2;360
2;545;02/10/2024;02/10/2024;316;2;360
3;545;02/10/2024;02/10/2024;1333;1;360
4;545;02/10/2024;02/10/2024;1332;1;360
5;545;02/10/2024;02/10/2024;61;1;360
6;545;02/10/2024;02/10/2024;1648;1;360
7;545;02/10/2024;02/10/2024;333;1;360
8;545;02/10/2024;02/10/2024;1587;1;360
9;545;02/10/2024;02/10/2024;1809;1;360
1;1761;04/10/2024;04/10/2024;2032;1;361
2;1761;04/10/2024;04/10/2024;2033;1;361
3;1761;04/10/2024;04/10/2024;2035;1;361
4;1761;04/10/2024;04/10/2024;2038;1;361
5;1761;04/10/2024;04/10/2024;2039;1;361
6;1761;04/10/2024;04/10/2024;2007;1;361
1;10167;04/10/2024;04/10/2024;334;2;362
2;10167;04/10/2024;04/10/2024;154;2;362
3;10167;04/10/2024;04/10/2024;1662;1;362
4;10167;04/10/2024;04/10/2024;335;2;362
5;10167;04/10/2024;04/10/2024;189;1;362
6;10167;04/10/2024;04/10/2024;1933;1;362
7;10167;04/10/2024;04/10/2024;2011;1;362
8;10167;04/10/2024;04/10/2024;1678;1;362
9;10167;04/10/2024;04/10/2024;1809;1;362
10;10167;04/10/2024;04/10/2024;250;1;362
1;0;22/10/2024;22/10/2024;1929;1;363
2;0;22/10/2024;22/10/2024;2045;1;363
3;0;22/10/2024;22/10/2024;2044;1;363
4;0;22/10/2024;22/10/2024;252;1;363
5;0;22/10/2024;22/10/2024;688;1;363
6;0;22/10/2024;22/10/2024;2032;1;363
7;0;22/10/2024;22/10/2024;2033;1;363
8;0;22/10/2024;22/10/2024;2035;1;363
9;0;22/10/2024;22/10/2024;2038;1;363
10;0;22/10/2024;22/10/2024;147;1;363
11;0;22/10/2024;22/10/2024;189;1;363
12;0;22/10/2024;22/10/2024;2007;1;363
13;0;22/10/2024;22/10/2024;2012;1;363
14;0;22/10/2024;22/10/2024;771;1;363
15;0;22/10/2024;22/10/2024;1587;1;363
16;0;22/10/2024;22/10/2024;1355;1;363
17;0;22/10/2024;22/10/2024;1961;1;363
18;0;22/10/2024;22/10/2024;1331;2;363
1;545;30/10/2024;30/10/2024;306;1;364
2;545;30/10/2024;30/10/2024;312;1;364
3;545;30/10/2024;30/10/2024;1093;1;364
4;545;30/10/2024;30/10/2024;1094;1;364
5;545;30/10/2024;30/10/2024;494;1;364
6;545;30/10/2024;30/10/2024;493;1;364
7;545;30/10/2024;30/10/2024;133;1;364
8;545;30/10/2024;30/10/2024;1114;1;364
9;545;30/10/2024;30/10/2024;36;1;364
1;1628;12/11/2024;12/11/2024;2041;1;365
2;1628;12/11/2024;12/11/2024;1648;1;365
3;1628;12/11/2024;12/11/2024;2034;1;365
4;1628;12/11/2024;12/11/2024;1896;1;365
5;1628;12/11/2024;12/11/2024;1740;1;365
6;1628;12/11/2024;12/11/2024;2060;1;365
7;1628;12/11/2024;12/11/2024;2061;1;365
8;1628;12/11/2024;12/11/2024;1959;1;365
9;1628;12/11/2024;12/11/2024;1792;1;365
10;1628;12/11/2024;12/11/2024;2021;1;365
11;1628;12/11/2024;12/11/2024;2033;1;365
12;1628;12/11/2024;12/11/2024;147;2;365
13;1628;12/11/2024;12/11/2024;1961;1;365
14;1628;12/11/2024;12/11/2024;2045;1;365
15;1628;12/11/2024;12/11/2024;180;1;365
16;1628;12/11/2024;12/11/2024;1975;1;365
1;1761;16/11/2024;16/11/2024;2074;1;366
2;1761;16/11/2024;16/11/2024;2073;1;366
3;1761;16/11/2024;16/11/2024;2072;1;366
4;1761;16/11/2024;16/11/2024;2071;1;366
5;1761;16/11/2024;16/11/2024;2037;1;366
1;0;23/11/2024;23/11/2024;873;2;367
2;0;23/11/2024;23/11/2024;2040;5;367
1;1761;04/12/2024;04/12/2024;1998;1;368
2;1761;04/12/2024;04/12/2024;1976;1;368
3;1761;04/12/2024;04/12/2024;2037;1;368
4;1761;04/12/2024;04/12/2024;2057;1;368
5;1761;04/12/2024;04/12/2024;2097;1;368
1;545;18/12/2024;18/12/2024;59;1;369
2;545;18/12/2024;18/12/2024;316;1;369
3;545;18/12/2024;18/12/2024;329;1;369
4;545;18/12/2024;18/12/2024;258;1;369
5;545;18/12/2024;18/12/2024;36;1;369
6;545;18/12/2024;18/12/2024;637;1;369
7;545;18/12/2024;18/12/2024;1506;1;369
8;545;18/12/2024;18/12/2024;189;1;369
9;545;18/12/2024;18/12/2024;76;1;369
10;545;18/12/2024;18/12/2024;1114;1;369
1;1761;09/01/2025;09/01/2025;2120;1;370
2;1761;09/01/2025;09/01/2025;2119;1;370
3;1761;09/01/2025;09/01/2025;2118;1;370
4;1761;09/01/2025;09/01/2025;147;1;370
1;1761;24/02/2025;24/02/2025;2156;1;371
2;1761;24/02/2025;24/02/2025;2155;1;371
3;1761;24/02/2025;24/02/2025;2154;1;371
4;1761;24/02/2025;24/02/2025;2153;1;371
1;1628;04/03/2025;04/03/2025;147;3;372
2;1628;04/03/2025;04/03/2025;2119;1;372
3;1628;04/03/2025;04/03/2025;2120;1;372
4;1628;04/03/2025;04/03/2025;2153;1;372
5;1628;04/03/2025;04/03/2025;2154;1;372
6;1628;04/03/2025;04/03/2025;2155;2;372
7;1628;04/03/2025;04/03/2025;2156;2;372
8;1628;04/03/2025;04/03/2025;333;1;372
9;1628;04/03/2025;04/03/2025;2146;1;372
10;1628;04/03/2025;04/03/2025;2145;1;372
11;1628;04/03/2025;04/03/2025;2144;1;372
12;1628;04/03/2025;04/03/2025;2150;1;372
13;1628;04/03/2025;04/03/2025;2151;1;372
14;1628;04/03/2025;04/03/2025;2158;1;372
1;545;26/03/2025;26/03/2025;36;1;373
2;545;26/03/2025;26/03/2025;258;1;373
3;545;26/03/2025;26/03/2025;1700;1;373
4;545;26/03/2025;26/03/2025;1702;1;373
5;545;26/03/2025;26/03/2025;333;1;373
6;545;26/03/2025;26/03/2025;59;1;373
7;545;26/03/2025;26/03/2025;61;1;373
8;545;26/03/2025;26/03/2025;312;2;373
9;545;26/03/2025;26/03/2025;316;1;373
10;545;26/03/2025;26/03/2025;311;1;373
11;545;26/03/2025;26/03/2025;306;2;373
12;545;26/03/2025;26/03/2025;329;2;373
13;545;26/03/2025;26/03/2025;1809;1;373
14;545;26/03/2025;26/03/2025;494;1;373
15;545;26/03/2025;26/03/2025;133;1;373
1;1606;29/03/2025;29/03/2025;2158;1;374
2;1606;29/03/2025;29/03/2025;2075;1;374
3;1606;29/03/2025;29/03/2025;976;1;374
4;1606;29/03/2025;29/03/2025;1864;1;374
5;1606;29/03/2025;29/03/2025;863;1;374
6;1606;29/03/2025;29/03/2025;1702;1;374
7;1606;29/03/2025;29/03/2025;9;1;374
8;1606;29/03/2025;29/03/2025;20;1;374
9;1606;29/03/2025;29/03/2025;157;1;374
1;545;09/04/2025;09/04/2025;493;2;375
2;545;09/04/2025;09/04/2025;2111;1;375
3;545;09/04/2025;09/04/2025;494;2;375
4;545;09/04/2025;09/04/2025;306;2;375
5;545;09/04/2025;09/04/2025;316;2;375
6;545;09/04/2025;09/04/2025;329;2;375
7;545;09/04/2025;09/04/2025;258;1;375
1;0;16/05/2025;16/05/2025;2237;1;376
2;0;16/05/2025;16/05/2025;2220;2;376
1;1606;02/06/2025;02/06/2025;21;1;377
2;1606;02/06/2025;02/06/2025;20;1;377
3;1606;02/06/2025;02/06/2025;1530;1;377
4;1606;02/06/2025;02/06/2025;2;1;377
5;1606;02/06/2025;02/06/2025;9;1;377
6;1606;02/06/2025;02/06/2025;257;1;377
7;1606;02/06/2025;02/06/2025;2158;1;377
8;1606;02/06/2025;02/06/2025;2162;1;377
9;1606;02/06/2025;02/06/2025;1864;1;377
1;1628;15/07/2025;15/07/2025;147;2;378
2;1628;15/07/2025;15/07/2025;189;2;378
3;1628;15/07/2025;15/07/2025;688;2;378
4;1628;15/07/2025;15/07/2025;2012;1;378
5;1628;15/07/2025;15/07/2025;2274;1;378
6;1628;15/07/2025;15/07/2025;2259;1;378
7;1628;15/07/2025;15/07/2025;333;2;378
8;1628;15/07/2025;15/07/2025;2258;1;378
9;1628;15/07/2025;15/07/2025;2166;1;378
10;1628;15/07/2025;15/07/2025;2167;1;378
11;1628;15/07/2025;15/07/2025;1625;1;378
12;1628;15/07/2025;15/07/2025;2165;1;378
13;1628;15/07/2025;15/07/2025;2278;1;378
14;1628;15/07/2025;15/07/2025;2280;1;378
15;1628;15/07/2025;15/07/2025;1740;1;378
16;1628;15/07/2025;15/07/2025;252;1;378
17;1628;15/07/2025;15/07/2025;2286;1;378
18;1628;15/07/2025;15/07/2025;2287;1;378
19;1628;15/07/2025;15/07/2025;2288;1;378
1;10097;22/07/2025;22/07/2025;147;3;379
2;10097;22/07/2025;22/07/2025;2274;2;379
3;10097;22/07/2025;22/07/2025;2275;1;379
4;10097;22/07/2025;22/07/2025;2276;1;379
5;10097;22/07/2025;22/07/2025;333;2;379
6;10097;22/07/2025;22/07/2025;2293;1;379
7;10097;22/07/2025;22/07/2025;2294;1;379
8;10097;22/07/2025;22/07/2025;2295;1;379
9;10097;22/07/2025;22/07/2025;2220;1;379
10;10097;22/07/2025;22/07/2025;1740;1;379
11;10097;22/07/2025;22/07/2025;2223;1;379
12;10097;22/07/2025;22/07/2025;1809;1;379
1;10186;25/07/2025;25/07/2025;127;1;380
2;10186;25/07/2025;25/07/2025;200;1;380
3;10186;25/07/2025;25/07/2025;335;1;380
4;10186;25/07/2025;25/07/2025;2152;1;380
5;10186;25/07/2025;25/07/2025;2260;1;380
6;10186;25/07/2025;25/07/2025;873;1;380
7;10186;25/07/2025;25/07/2025;1034;1;380
8;10186;25/07/2025;25/07/2025;91;1;380
9;10186;25/07/2025;25/07/2025;507;1;380
10;10186;25/07/2025;25/07/2025;2291;1;380
11;10186;25/07/2025;25/07/2025;2292;1;380
1;10223;26/07/2025;26/07/2025;688;1;381
2;10223;26/07/2025;26/07/2025;771;1;381
3;10223;26/07/2025;26/07/2025;1740;1;381
4;10223;26/07/2025;26/07/2025;2135;1;381
5;10223;26/07/2025;26/07/2025;2300;1;381
6;10223;26/07/2025;26/07/2025;180;1;381
7;10223;26/07/2025;26/07/2025;2293;1;381
8;10223;26/07/2025;26/07/2025;2295;1;381
9;10223;26/07/2025;26/07/2025;2220;1;381
10;10223;26/07/2025;26/07/2025;2298;1;381
11;10223;26/07/2025;26/07/2025;2223;1;381
12;10223;26/07/2025;26/07/2025;2221;1;381
13;10223;26/07/2025;26/07/2025;2176;1;381
14;10223;26/07/2025;26/07/2025;1093;1;381
15;10223;26/07/2025;26/07/2025;2320;1;381
16;10223;26/07/2025;26/07/2025;2323;1;381
1;10178;28/07/2025;28/07/2025;147;1;382
2;10178;28/07/2025;28/07/2025;2296;1;382
3;10178;28/07/2025;28/07/2025;2295;1;382
4;10178;28/07/2025;28/07/2025;2291;1;382
5;10178;28/07/2025;28/07/2025;2223;1;382
6;10178;28/07/2025;28/07/2025;2293;1;382
7;10178;28/07/2025;28/07/2025;2294;1;382
8;10178;28/07/2025;28/07/2025;2275;1;382
9;10178;28/07/2025;28/07/2025;349;1;382
10;10178;28/07/2025;28/07/2025;2301;1;382
11;10178;28/07/2025;28/07/2025;2300;1;382
12;10178;28/07/2025;28/07/2025;2302;1;382
13;10178;28/07/2025;28/07/2025;2326;1;382
14;10178;28/07/2025;28/07/2025;2323;1;382
15;10178;28/07/2025;28/07/2025;2315;1;382
16;10178;28/07/2025;28/07/2025;2249;1;382
17;10178;28/07/2025;28/07/2025;2252;1;382
18;10178;28/07/2025;28/07/2025;2287;1;382
19;10178;28/07/2025;28/07/2025;2222;1;382
20;10178;28/07/2025;28/07/2025;2313;1;382
21;10178;28/07/2025;28/07/2025;2253;1;382
22;10178;28/07/2025;28/07/2025;2288;1;382
23;10178;28/07/2025;28/07/2025;847;1;382
1;10092;01/08/2025;01/08/2025;643;2;383
2;10092;01/08/2025;01/08/2025;349;2;383
3;10092;01/08/2025;01/08/2025;2260;1;383
4;10092;01/08/2025;01/08/2025;2300;1;383
5;10092;01/08/2025;01/08/2025;2301;1;383
6;10092;01/08/2025;01/08/2025;2302;1;383
7;10092;01/08/2025;01/08/2025;2303;1;383
8;10092;01/08/2025;01/08/2025;147;2;383
9;10092;01/08/2025;01/08/2025;2277;1;383
10;10092;01/08/2025;01/08/2025;2292;1;383
11;10092;01/08/2025;01/08/2025;2291;1;383
12;10092;01/08/2025;01/08/2025;2295;1;383
13;10092;01/08/2025;01/08/2025;2293;1;383
14;10092;01/08/2025;01/08/2025;2220;1;383
15;10092;01/08/2025;01/08/2025;2222;1;383
16;10092;01/08/2025;01/08/2025;2223;1;383
1;10194;11/08/2025;11/08/2025;2319;1;384
2;10194;11/08/2025;11/08/2025;2328;1;384
3;10194;11/08/2025;11/08/2025;2311;1;384
4;10194;11/08/2025;11/08/2025;2331;1;384
5;10194;11/08/2025;11/08/2025;2322;1;384
6;10194;11/08/2025;11/08/2025;2321;1;384
7;10194;11/08/2025;11/08/2025;2317;1;384
8;10194;11/08/2025;11/08/2025;334;1;384
9;10194;11/08/2025;11/08/2025;335;1;384
10;10194;11/08/2025;11/08/2025;2189;1;384
11;10194;11/08/2025;11/08/2025;2157;1;384
12;10194;11/08/2025;11/08/2025;2277;1;384
13;10194;11/08/2025;11/08/2025;2301;1;384
14;10194;11/08/2025;11/08/2025;2303;1;384
