v_products_model	v_products_price	v_products_quantity	v_tax_class_title	EOREOR	v_famille	v_sousfamille
2082	2.154424831426	0	1	EOREOR	87	26
2083	1.623772722757	0	1	EOREOR	87	26
2084	0.01136299974602	0	1	EOREOR	87	26
2085	1.689678086996	-36	1	EOREOR	87	26
2086	1.680587668574	-51	1	EOREOR	87	26
2087	3.282770630646	-255	1	EOREOR	87	26
2088	1.490825641179	0	1	EOREOR	87	26
2089	2.113518016255	-133	1	EOREOR	87	26
2090	2.113518016255	-31	1	EOREOR	87	26
2091	1.655589119506	6	1	EOREOR	87	26
2092	4.5452	-1	1	EOREOR	87	26
2093	1.818080027092	0	1	EOREOR	87	26
2094	2.01920504365	0	1	EOREOR	87	26
2095	2.06238456502	0	1	EOREOR	87	26
2096	1.708995141482	0	1	EOREOR	87	26
2097	1.935118842566	0	1	EOREOR	87	26
2098	2.162378896749	0	1	EOREOR	87	26
2099	1.933982624924	36	1	EOREOR	87	26
2100	1.874894972909	0	1	EOREOR	87	26
2101	1.624999940395	0	1	EOREOR	87	26
2102	1.10221103251	0	1	EOREOR	87	26
2104	1.374923043346	66	1	EOREOR	87	26
2105	1.92034706502	66	1	EOREOR	87	26
2106	2.666895967794	0	1	EOREOR	87	26
2107	1.5	648	1	EOREOR	87	26
2108	2.84075	-5	1	EOREOR	87	26
2110	2.028295462072	-8	1	EOREOR	87	26
2111	2.215785054183	-28	1	EOREOR	87	26
2112	3.014604032207	0	1	EOREOR	87	26
2113	0.9658550270915	492	1	EOREOR	87	26
2114	1.649907624924	-78	1	EOREOR	87	26
2116	0.9658550270915	-13	1	EOREOR	87	26
2117	1.340833940399	-105	1	EOREOR	87	26
2119	0.943128981036	816	1	EOREOR	87	26
2120	1.658998043346	1040	1	EOREOR	87	26
2122	1.643089777243	-6	1	EOREOR	87	26
2123	1.643089777243	70	1	EOREOR	87	26
2124	1.861259413004	0	1	EOREOR	87	26
2125	2.596445597529	0	1	EOREOR	87	26
2127	2.385093673992	77	1	EOREOR	87	26
2128	1.643089777243	0	1	EOREOR	87	26
2129	1.797626619506	0	1	EOREOR	87	26
2130	1.374923043346	0	1	EOREOR	87	26
2131	1.1363	0	1	EOREOR	87	26
2132	2.103291244733	60	1	EOREOR	87	26
2135	0.01136299974602	0	1	EOREOR	87	26
2136	0.01136299974602	5	1	EOREOR	87	26
2137	1.840806005418	0	1	EOREOR	87	26
2138	1.840806005418	42	1	EOREOR	87	26
2139	1.178343032813	0	1	EOREOR	87	26
2140	1.832851940095	0	1	EOREOR	87	26
2141	2.568037989163	-13	1	EOREOR	87	26
2144	3.113280057907	0	1	EOREOR	87	26
2145	1.765810222757	-12	1	EOREOR	87	26
2146	2.953243673992	6	1	EOREOR	87	26
2147	0.01136299974602	85	1	EOREOR	87	26
2148	1.980570934677	-65	1	EOREOR	87	26
2149	2.563492847681	-31	1	EOREOR	87	26
2153	1.87716754365	0	1	EOREOR	87	26
2154	0.01136299974602	0	1	EOREOR	87	26
2155	1.70445	0	1	EOREOR	87	26
2156	2.121472081578	0	1	EOREOR	87	26
2157	2.196467864239	0	1	EOREOR	87	26
2158	1.805580684829	0	1	EOREOR	87	26
2159	1.116982877785	-108	1	EOREOR	87	26
2160	2.2726	6	1	EOREOR	87	26
2161	1.229476619506	0	1	EOREOR	87	26
2162	1.405603086996	-6	1	EOREOR	87	26
2163	1.060167931968	0	1	EOREOR	87	26
2165	2.510086825705	0	1	EOREOR	87	26
2166	0.01136299974602	0	1	EOREOR	87	26
2167	0.01136299974602	0	1	EOREOR	87	26
2168	0.01136299974602	0	1	EOREOR	87	26
2169	2.708939271522	-6	1	EOREOR	87	26
2170	2.190786369658	0	1	EOREOR	87	26
2171	1.126073296207	-12	1	EOREOR	87	26
2172	31.08	5	1	EOREOR	87	31
2173	29.9	11	1	EOREOR	87	31
2174	29.9	9	1	EOREOR	87	31
2176	41.6667	-7	1	EOREOR	91	6
2177	47.5	0	1	EOREOR	91	6
2178	0.3624999895692	0	1	EOREOR	87	16
2179	8.45	-1	1	EOREOR	87	16
2180	2	6	1	EOREOR	87	26
2181	8.3334	9	1	EOREOR	87	6
2182	10	0	1	EOREOR	87	6
2183	8	-1	1	EOREOR	87	6
2184	4	0	1	EOREOR	87	26
2185	1	12	1	EOREOR	87	26
2186	2.333379960263	0	1	EOREOR	87	26
2187	39.1667	0	1	EOREOR	91	6
2188	8.3334	0	1	EOREOR	91	6
2189	39.1667	0	1	EOREOR	91	6
2190	2	-30	1	EOREOR	87	26
2191	43.75	0	1	EOREOR	87	26
2192	2.5	360	1	EOREOR	87	26
2194	8.3334	0	1	EOREOR	91	6
2196	2.5	0	1	EOREOR	87	11
2197	2.1875	0	1	EOREOR	87	11
2198	12.5	0	1	EOREOR	91	6
2199	2.5	0	1	EOREOR	87	11
2200	2.5	0	1	EOREOR	87	11
2201	2.249999940395	0	1	EOREOR	87	11
2202	2.249999940395	0	1	EOREOR	87	11
2203	3.125	0	1	EOREOR	87	11
2204	903.45	-2	1	EOREOR	89	6
2205	1142.5	0	1	EOREOR	89	6
2206	38.95	0	1	EOREOR	89	6
2207	80.3	0	1	EOREOR	89	6
2208	80.3	0	1	EOREOR	89	6
2209	129.13	-2	1	EOREOR	89	6
2210	641.1666	-2	1	EOREOR	89	6
2211	1.087	-1	1	EOREOR	89	6
2212	118.55	0	1	EOREOR	89	6
2213	115.95	-1	1	EOREOR	89	6
2214	76	0	1	EOREOR	89	6
2215	3027.36	0	1	EOREOR	89	6
2216	1275.58	0	1	EOREOR	89	7
2217	104.4	-3	1	EOREOR	89	6
2218	1.28	-3	1	EOREOR	89	6
2219	20.9	0	1	EOREOR	89	6
2220	1890	0	1	EOREOR	89	6
2222	1722.5	0	1	EOREOR	89	6
2223	231.609992981	5	1	EOREOR	89	6
2224	2500	0	1	EOREOR	89	6
2225	12508.92	-2	1	EOREOR	89	6
2233	244.47	-1	1	EOREOR	89	6
2234	81.14	0	1	EOREOR	89	6
2242	82.69	16	1	EOREOR	89	7
2244	50	-2	1	EOREOR	89	6
2245	211	0	1	EOREOR	89	6
2247	1032.7	0	1	EOREOR	89	7
2248	1113	0	1	EOREOR	89	7
2250	6.2	-12	1	EOREOR	89	6
2251	2533.95	0	1	EOREOR	89	6
2252	5.1666	-24	1	EOREOR	89	6
2253	9.2	-3	1	EOREOR	89	6
2254	16.09	-1	1	EOREOR	89	6
2255	140	0	1	EOREOR	91	1
2256	83.3334	-4	1	EOREOR	91	1
2257	150.65	-1	1	EOREOR	89	6
2258	41.6667	-62	1	EOREOR	91	1
2259	20.6	-44	1	EOREOR	91	1
2260	41.6675	0	1	EOREOR	91	1
2262	41.667	0	1	EOREOR	91	1
2264	8.3233	-24	1	EOREOR	91	6
2265	79.584	0	1	EOREOR	91	6
2266	189.6	0	1	EOREOR	91	6
2267	8.334	-2	1	EOREOR	91	6
2268	62.5	0	1	EOREOR	91	6
2269	410.8333	-1	1	EOREOR	91	6
2270	1.25	-226	1	EOREOR	91	6
2271	8.3334	24	1	EOREOR	91	6
2272	25	21	1	EOREOR	91	1
2273	20.8333	-10	1	EOREOR	91	6
2275	16.6666	-13	1	EOREOR	91	6
2276	20.8333	-6	1	EOREOR	91	6
2277	20.8333	-139	1	EOREOR	91	6
2278	350	-4	1	EOREOR	91	6
2279	1.6666	-59	1	EOREOR	91	6
2280	1.6666	-15	1	EOREOR	91	6
2281	130	-33	1	EOREOR	91	6
2285	25	-3	1	EOREOR	91	16
2286	45	-153	1	EOREOR	91	16
2294	130	-69	1	EOREOR	91	6
2295	130	-68	1	EOREOR	91	6
2296	130	-2	1	EOREOR	91	6
2304	33.1	5	1	EOREOR	1	2
2308	23.7841	9	1	EOREOR	1	8
2313	32.9815	4	1	EOREOR	1	29
2318	17.5	18	1	EOREOR	1	41
2324	15.0652	0	1	EOREOR	1	50
2331	29.7405	0	1	EOREOR	1	56
2349	36.7975	0	1	EOREOR	1	65
2356	5.3	2	1	EOREOR	10	73
2358	5.2504	55	1	EOREOR	10	5
2359	5.4	1	1	EOREOR	11	5
2360	5.4	86	1	EOREOR	11	10
2361	5.5	85	1	EOREOR	11	10
2363	21.5	15	1	EOREOR	11	7
2364	21.5	18	1	EOREOR	11	7
2365	0.25	0	1	EOREOR	87	42
2367	5.5	3	1	EOREOR	10	11
2374	7.5	27	1	EOREOR	11	78
2376	18.9	24	1	EOREOR	11	81
2377	19.5	17	1	EOREOR	11	81
2378	23	42	1	EOREOR	11	81
2379	18.9	18	1	EOREOR	10	85
2380	11.7	1	1	EOREOR	11	81
2403	4.5722	300	1	EOREOR	20	1
2425	2.76	0	1	EOREOR	20	1
2426	3.549420022965	0	1	EOREOR	20	2
2445	0.55	810	0	EOREOR	20	8
2447	2.04957606554	2	1	EOREOR	20	9
2448	2.087525947094	0	1	EOREOR	20	9
2464	19.9	27	1	EOREOR	1	41
2465	2.187036059403	49	1	EOREOR	20	10
2551	4.579112150669	0	1	EOREOR	20	12
2552	3.782924852371	3	1	EOREOR	20	12
2553	5.501979002953	10	1	EOREOR	20	12
2558	5.662979865074	69	1	EOREOR	20	14
2559	3.095119905472	154	1	EOREOR	20	14
2560	3.796931991577	132	1	EOREOR	20	14
2563	7.536977210045	12	1	EOREOR	20	15
2568	9.54074819088	209	1	EOREOR	20	15
2569	12.3	-1	1	EOREOR	20	15
2604	8.98743	26	1	EOREOR	20	12
2606	15.754	19	1	EOREOR	20	15
2609	20.8334	0	1	EOREOR	91	1
2629	4.615	59	1	EOREOR	87	16
2630	4.9	42	1	EOREOR	87	16
2631	5.1	53	1	EOREOR	87	16
2648	130	-2	1	EOREOR	91	6
2649	130	-17	1	EOREOR	91	6
2681	8.5	5	1	EOREOR	10	91
2689	2.347375005484	0	1	EOREOR	20	10
2696	1.908060021401	64	1	EOREOR	20	10
2697	2.018940008879	1	1	EOREOR	20	10
2709	3.75	45	1	EOREOR	20	3
2798	45	2	1	EOREOR	91	1
2818	25	5	1	EOREOR	91	1
2836	6.25	20	1	EOREOR	20	2
2870	16.6667	-5	1	EOREOR	91	21
2880	80	-1	1	EOREOR	89	6
2889	4.1666	-10	1	EOREOR	89	6
2895	0.75	0	1	EOREOR	87	16
2896	0.8	0	1	EOREOR	87	16
2897	0.7	0	1	EOREOR	87	16
2900	0.85	0	1	EOREOR	87	16
2903	139.44	25	1	EOREOR	89	7
2904	80.51	-2	1	EOREOR	89	7
2932	8.4	-7	1	EOREOR	91	1
2934	3.6	-6	1	EOREOR	91	1
2939	2.4	-14	1	EOREOR	91	1
2943	132.52	-1	1	EOREOR	89	6
2946	807.2428	0	1	EOREOR	89	7
2960	33.33	0	1	EOREOR	91	6
2963	41.6666	-30	1	EOREOR	91	16
2970	3.2	-6	1	EOREOR	91	1
2972	4.454999935627	199	1	EOREOR	11	10
2978	3.2535	232	1	EOREOR	20	25
2987	3200	-1	1	EOREOR	89	6
2989	1.988976073265	0	1	EOREOR	20	10
3021	3.8	0	1	EOREOR	20	2
3113	6	30	1	EOREOR	20	1
3119	5.362875115871	0	1	EOREOR	20	2
3139	6.267239713669	58	1	EOREOR	20	14
3145	3.4	255	1	EOREOR	20	3
3164	1730	-1	1	EOREOR	89	6
3165	4.6	4	1	EOREOR	87	16
3172	20.1	53	1	EOREOR	11	81
3179	26.55	20	1	EOREOR	20	4
3216	95	0	1	EOREOR	89	6
3217	114.78	0	1	EOREOR	89	6
3249	1256.46	0	1	EOREOR	89	7
3250	1390.33	0	1	EOREOR	89	7
3251	1948.39	0	1	EOREOR	89	7
3252	1967.51	-1	1	EOREOR	89	7
3273	1386.5	0	1	EOREOR	89	7
3274	1510.81	0	1	EOREOR	89	7
3275	1798.34	0	1	EOREOR	89	7
3276	2046.29	0	1	EOREOR	89	7
3277	80.51	0	1	EOREOR	89	7
3278	121	22	1	EOREOR	89	7
3279	53.81	0	1	EOREOR	89	7
3280	52.17	0	1	EOREOR	89	7
3281	53.81	0	1	EOREOR	89	7
3297	74.2	-1	1	EOREOR	89	7
3298	84.53	0	1	EOREOR	89	7
3304	4.2	160	1	EOREOR	20	2
3305	4.2	20	1	EOREOR	20	2
3388	22.9	0	1	EOREOR	89	6
3398	4.109699885845	0	1	EOREOR	20	1
3411	2.027718038559	45	1	EOREOR	20	10
3418	20.6	4	1	EOREOR	1	38
3423	16.5	0	1	EOREOR	89	6
3433	130	0	1	EOREOR	89	7
3434	98.99	0	1	EOREOR	89	6
3435	21.84	0	1	EOREOR	89	6
3436	25	0	1	EOREOR	89	6
3470	3.570599899292	2	1	EOREOR	20	10
3487	36.139	0	1	EOREOR	89	6
3488	40.52	0	1	EOREOR	89	6
3529	5.090400085449	0	1	EOREOR	20	2
3538	42	0	1	EOREOR	1	2
3553	28.55	27	1	EOREOR	20	4
3562	2.874999940395	0	1	EOREOR	87	11
3563	4.375	0	1	EOREOR	87	11
3564	3.000000119209	0	1	EOREOR	87	11
3585	5.45	20	1	EOREOR	20	2
3586	5.65	20	0	EOREOR	20	2
3587	2.055566717339	24	1	EOREOR	87	26
3669	1484.956151123	0	1	EOREOR	89	7
3670	6.5	0	1	EOREOR	87	26
3678	138.76	-7	1	EOREOR	89	7
3697	5.636875033379	0	1	EOREOR	20	2
3738	6	297	1	EOREOR	87	2
3754	10.75	0	1	EOREOR	87	26
3762	3.294000077248	-3	1	EOREOR	20	25
3763	363.3334	0	1	EOREOR	89	6
3764	249.17	0	1	EOREOR	89	6
3765	749.17	0	1	EOREOR	89	6
3766	145	0	1	EOREOR	89	6
3773	305	0	1	EOREOR	91	1
3784	6.816859941483	0	1	EOREOR	20	2
3794	0.95	264	1	EOREOR	40	6
3797	0.5	0	1	EOREOR	87	16
3830	3.4	510	1	EOREOR	20	1
3831	2499.17	0	1	EOREOR	89	6
3833	4.467450094223	0	1	EOREOR	20	1
3834	389	0	1	EOREOR	89	6
3836	24.75	12	1	EOREOR	10	84
3849	6.27440782547	43	1	EOREOR	20	14
3863	294.96	0	1	EOREOR	89	6
3864	82.9	0	1	EOREOR	89	6
3866	4.2	30	1	EOREOR	20	3
3883	9.05	7	1	EOREOR	1	41
3896	1.066500028968	8	1	EOREOR	20	9
3901	11.01725024223	11	0	EOREOR	20	15
3905	7	0	1	EOREOR	89	6
3906	18.33	0	1	EOREOR	89	6
3907	244.96	0	1	EOREOR	89	6
3908	3.9	0	1	EOREOR	89	6
3909	125.62	0	1	EOREOR	89	6
3910	79.64	-2	1	EOREOR	89	7
3911	79.64	-4	1	EOREOR	89	7
3912	2.473200023174	0	1	EOREOR	10	15
3936	8.3334	0	1	EOREOR	91	6
3944	4.295590090752	480	1	EOREOR	20	2
3975	780.9	0	1	EOREOR	89	6
3976	952.66	0	1	EOREOR	89	6
3977	4.0832	117	1	EOREOR	87	16
3979	4.832820858955	29	1	EOREOR	20	15
3983	10.5	0	1	EOREOR	1	41
3992	3.825764966011	60	1	EOREOR	20	15
3995	21.1	4	1	EOREOR	1	5
3997	2	0	1	EOREOR	87	26
4004	6.45	129	1	EOREOR	10	91
4012	4.892534959316	60	1	EOREOR	20	15
4013	4.332689917088	23	1	EOREOR	20	15
4022	2.187000006437	487	1	EOREOR	20	25
4029	3.247847886086	120	0	EOREOR	20	1
4036	2.02000402689	8	1	EOREOR	20	25
4047	3.9	0	1	EOREOR	20	2
4048	0.6843150168657	168	1	EOREOR	40	21
4056	2.239650052786	3	1	EOREOR	20	10
4066	4.1	480	1	EOREOR	20	2
4067	9.541256275177	215	1	EOREOR	20	15
4080	5.129999935627	0	1	EOREOR	11	61
4084	123.66	0	1	EOREOR	89	6
4085	132.97	0	1	EOREOR	89	6
4102	2.619000077248	269	1	EOREOR	20	25
4112	3.59	0	1	EOREOR	89	6
4113	3.65	0	1	EOREOR	89	6
4115	1.144493985176	82	1	EOREOR	20	9
4116	1.059404002428	0	1	EOREOR	20	9
4119	36	0	1	EOREOR	1	38
4120	30.9	0	1	EOREOR	1	38
4141	0.7	0	1	EOREOR	87	26
4143	150.37	0	1	EOREOR	89	6
4145	1091.5	0	1	EOREOR	89	6
4147	51.5	1	1	EOREOR	89	7
4164	16.42	0	1	EOREOR	89	6
4185	3.289299890995	0	1	EOREOR	20	10
4196	576.76	0	1	EOREOR	89	6
4197	29.8	0	1	EOREOR	89	6
4198	2633	0	1	EOREOR	89	6
4199	129.5	0	1	EOREOR	89	6
4217	3.28	1140	1	EOREOR	35	1
4218	1.762964969873	334	1	EOREOR	35	5
4225	4.63	30	0	EOREOR	20	1
4227	2519	-1	1	EOREOR	89	6
4228	2519	0	1	EOREOR	89	6
4229	1471.35	-1	1	EOREOR	89	6
4230	244.47	1	1	EOREOR	89	6
4231	1774.24	0	1	EOREOR	89	6
4232	65.57	0	1	EOREOR	89	6
4240	3.73	680	1	EOREOR	20	2
4242	4.84509999752	0	1	EOREOR	20	1
4252	2.806299860477	0	0	EOREOR	20	25
4253	132.52	-1	1	EOREOR	89	6
4254	1774.24	0	1	EOREOR	89	6
4256	123.6	1	1	EOREOR	89	7
4258	123.6	1	1	EOREOR	89	7
4259	123.6	1	1	EOREOR	89	7
4260	4065	0	1	EOREOR	89	6
4275	1.782998018265	26	1	EOREOR	20	10
4284	1902	0	1	EOREOR	89	6
4285	244.47	1	1	EOREOR	89	6
4286	1327.84	-1	1	EOREOR	89	6
4319	1023.44	0	1	EOREOR	89	6
4320	3.582479939461	72	1	EOREOR	20	12
4329	4.965576066971	48	1	EOREOR	20	12
4333	10.02685496807	15	1	EOREOR	20	15
4334	8.013852310181	10	1	EOREOR	20	15
4337	4.684500038624	44	1	EOREOR	11	61
4338	4.684500038624	0	1	EOREOR	10	61
4339	4.684499716759	87	1	EOREOR	11	61
4340	6.655499768257	5	1	EOREOR	11	61
4342	7.708500051498	4	1	EOREOR	11	61
4343	6.655499768257	0	1	EOREOR	11	61
4344	3.955500090122	111	1	EOREOR	11	7
4345	3.996000051498	53	1	EOREOR	11	7
4346	3.955500090122	36	1	EOREOR	11	7
4362	1.02095300436	-2	1	EOREOR	87	1
4363	21.29	0	1	EOREOR	89	6
4364	111.38	-1	1	EOREOR	89	6
4375	1600	1	1	EOREOR	89	6
4376	1661	-1	1	EOREOR	89	6
4401	3.818368506432	0	1	EOREOR	20	2
4404	2.324609971046	5	1	EOREOR	20	9
4406	3.122940015793	67	1	EOREOR	20	9
4407	2.975279860497	154	1	EOREOR	20	9
4409	1.928135983944	0	1	EOREOR	20	9
4428	7.340100073814	1	0	EOREOR	20	10
4439	72.09	0	1	EOREOR	89	7
4440	4.21686000824	-6	1	EOREOR	20	14
4444	2.20221397996	2	1	EOREOR	20	25
4449	9.45	15	1	EOREOR	10	92
4450	350	0	1	EOREOR	91	1
4458	2.112000031471	8	1	EOREOR	20	10
4460	3.103289151192	48	0	EOREOR	20	10
4466	3.78345113039	32	1	EOREOR	20	15
4491	17.5	4	1	EOREOR	1	26
4494	9	18	0	EOREOR	87	1
4495	3.9	75	1	EOREOR	20	3
4527	3.9	-30	1	EOREOR	20	3
4528	45.8	2	1	EOREOR	1	62
4537	0.7681249827147	24	1	EOREOR	87	26
4542	5.765099773407	10	1	EOREOR	20	15
4543	5.064119946957	61	1	EOREOR	20	15
4560	2.500399993658	0	1	EOREOR	20	25
4562	2.806299860477	0	1	EOREOR	20	25
4564	1.8	2160	1	EOREOR	87	26
4581	0.25	0	1	EOREOR	91	1
4582	0.1	0	1	EOREOR	91	1
4584	1.8	24	1	EOREOR	87	26
4585	2.025270044804	253	1	EOREOR	20	10
4598	3.490559864044	80	1	EOREOR	20	25
4614	1.953600025177	20	1	EOREOR	20	25
4619	4.402299923897	0	1	EOREOR	20	10
4620	2.507999968529	0	0	EOREOR	20	10
4633	4.898179864883	60	1	EOREOR	20	14
4634	4.596339845657	37	1	EOREOR	20	14
4640	4.95	4	1	EOREOR	10	4
4641	6	0	1	EOREOR	10	4
4642	4.4	0	1	EOREOR	10	4
4643	4.4	0	1	EOREOR	10	4
4647	21.92	0	1	EOREOR	20	4
4654	7.85000026226	7	1	EOREOR	87	15
4655	2.405000030994	0	1	EOREOR	87	15
4657	6.825	0	1	EOREOR	87	16
4658	5.004999876022	0	1	EOREOR	87	15
4660	5.004999876022	0	1	EOREOR	87	15
4661	4.719000148773	36	1	EOREOR	87	16
4662	13.71500024796	0	1	EOREOR	87	16
4663	3.250030106878	0	1	EOREOR	87	15
4669	30	16	1	EOREOR	20	4
4676	2.1	0	1	EOREOR	91	1
4677	10.99	0	1	EOREOR	1	5
4678	2.248985971212	0	1	EOREOR	20	10
4693	4.875000119209	8	1	EOREOR	10	92
4694	4.875000119209	28	1	EOREOR	10	94
4707	1.503630065918	68	1	EOREOR	20	10
4708	3.093255078793	28	1	EOREOR	20	15
4710	6.187499761581	1	1	EOREOR	10	94
4712	3.75	5	1	EOREOR	10	92
4714	3.75	18	1	EOREOR	10	92
4715	6.411999893189	1	1	EOREOR	10	90
4719	1.219049990773	36	1	EOREOR	20	10
4720	2.107775959969	18	0	EOREOR	20	10
4723	39.9	-5	1	EOREOR	1	63
4740	14.50000047684	0	1	EOREOR	87	15
4741	17.1624994278	0	1	EOREOR	87	15
4742	16.31250023842	2	1	EOREOR	87	15
4743	17.1624994278	0	1	EOREOR	87	15
4744	15.83750009537	1	1	EOREOR	87	15
4745	7.1	1	1	EOREOR	87	16
4747	20.99999904633	0	1	EOREOR	87	16
4750	25.98	1	1	EOREOR	1	56
4752	21.5	0	1	EOREOR	1	38
4755	5.351580047607	0	1	EOREOR	20	1
4758	3.760899853706	28	1	EOREOR	20	12
4771	10.15389945984	-2	1	EOREOR	1	5
4774	10.5	45	1	EOREOR	1	38
4775	23.6	3	1	EOREOR	1	2
4776	12.4	25	1	EOREOR	1	35
4777	13	0	1	EOREOR	1	63
4790	100	0	1	EOREOR	91	1
4791	2.61	0	1	EOREOR	20	1
4798	2.112000031471	52	0	EOREOR	20	25
4799	1.776580047607	0	0	EOREOR	20	25
4800	1.776580047607	0	1	EOREOR	20	25
4803	1.776580047607	0	0	EOREOR	20	25
4804	1.776580047607	0	1	EOREOR	20	25
4824	2.313800096512	16	1	EOREOR	20	25
4840	3.312500119209	0	1	EOREOR	85	10
4842	3.400000035763	0	1	EOREOR	85	10
4843	2.512499988079	0	1	EOREOR	85	10
4845	5.27499973774	0	1	EOREOR	85	10
4846	2.5	0	1	EOREOR	85	10
4861	2.699899961948	0	1	EOREOR	20	25
4862	4.373040008545	39	1	EOREOR	20	15
4863	1.768469974995	0	1	EOREOR	20	9
4876	12.6	0	1	EOREOR	1	35
4881	24.80400089264	2	1	EOREOR	1	50
4886	1.092132021189	252	1	EOREOR	40	16
4887	23.02800064087	4	1	EOREOR	1	2
4888	22.9	0	1	EOREOR	1	2
4889	1.092269961834	497	1	EOREOR	40	16
4893	22.5	0	1	EOREOR	1	41
4894	8.45	6	1	EOREOR	1	14
4895	8.45	16	1	EOREOR	1	14
4896	6.8	18	1	EOREOR	11	78
4910	3.587999987602	0	1	EOREOR	50	11
4911	4.10800011158	0	1	EOREOR	50	11
4920	1.39	0	1	EOREOR	50	6
4947	4.725	57	1	EOREOR	11	7
4995	2.09	-510	1	EOREOR	20	1
5004	1.848749965429	84	1	EOREOR	87	26
5012	52	1	1	EOREOR	10	86
5014	14.93749976158	1	1	EOREOR	87	15
5033	2.415960019827	135	1	EOREOR	20	10
5046	24.7	13	1	EOREOR	1	2
5062	14.45661005974	4	1	EOREOR	20	16
5072	5.1	0	1	EOREOR	87	16
5073	14.1	0	1	EOREOR	87	16
5074	8.815209298468	0	1	EOREOR	85	1
5075	14.8	0	1	EOREOR	87	16
5076	11.8	0	1	EOREOR	87	16
5079	3.317999839783	0	1	EOREOR	87	16
5080	14.09234724999	0	1	EOREOR	20	16
5095	6.385499753952	0	1	EOREOR	20	13
5107	5.1	16	1	EOREOR	85	1
5108	5.1	-3	1	EOREOR	85	1
5109	1.110000014305	-10	1	EOREOR	87	16
5112	1.574999928474	40	1	EOREOR	87	16
5113	1.762499958277	42	1	EOREOR	87	16
5114	7.679999828339	0	1	EOREOR	87	16
5139	2.776274943352	84	1	EOREOR	20	25
5153	3.5	0	1	EOREOR	87	16
5154	4	0	1	EOREOR	87	16
5155	4.5	0	1	EOREOR	87	16
5164	1.869345080853	74	1	EOREOR	30	5
5181	3.737500011921	0	1	EOREOR	87	11
5182	3.737500011921	0	1	EOREOR	87	11
5183	3.737500011921	0	1	EOREOR	87	11
5184	3.737500011921	0	1	EOREOR	87	11
5185	5.612499713898	0	1	EOREOR	87	11
5186	5.612499713898	0	1	EOREOR	87	11
5187	4.412499964237	0	1	EOREOR	87	11
5188	4.412499964237	0	1	EOREOR	87	11
5189	4.162499904633	0	1	EOREOR	87	11
5190	4.162499904633	0	1	EOREOR	87	11
5191	3.125	0	1	EOREOR	87	11
5192	3.125	0	1	EOREOR	87	11
5200	1.977492055893	0	1	EOREOR	20	10
5203	2.088108000755	0	1	EOREOR	20	10
5205	3.840143938065	0	1	EOREOR	20	15
5207	3.598841907978	39	1	EOREOR	20	15
5208	2.881473047733	3	1	EOREOR	20	10
5210	4.613684921265	0	1	EOREOR	20	12
5212	5.06621696949	0	1	EOREOR	20	12
5247	2.656499934197	0	0	EOREOR	20	25
5254	3.812130117416	22	1	EOREOR	20	15
5255	3.812130117416	41	1	EOREOR	20	15
5258	140	0	1	EOREOR	91	1
5267	1298.7	1	0	EOREOR	89	0
5268	1.606365054846	66	1	EOREOR	20	10
5269	3.305980856419	20	1	EOREOR	20	15
5271	1.710584968329	0	1	EOREOR	20	10
5273	2.910438859463	35	1	EOREOR	20	10
5274	3.522372090817	76	1	EOREOR	20	10
5275	1.915200076103	35	1	EOREOR	87	21
5276	2.456999981403	28	1	EOREOR	87	21
5277	1.98	17	1	EOREOR	87	21
5278	2.008299987316	18	1	EOREOR	87	21
5285	3.721949958801	70	1	EOREOR	20	15
5287	26.18550052643	5	1	EOREOR	1	50
5298	65.9	0	1	EOREOR	1	63
5300	20.9	10	1	EOREOR	1	38
5304	33.2975	1	1	EOREOR	1	50
5306	41.68735809326	1	1	EOREOR	1	2
5310	26.18550052643	4	1	EOREOR	1	50
5313	29.8	1	1	EOREOR	1	5
5319	23.805	2	1	EOREOR	1	62
5324	3.742470145226	23	1	EOREOR	20	15
5325	3.677981910706	18	1	EOREOR	20	15
5326	29.22308940888	0	1	EOREOR	10	23
5327	12.64808940888	16	1	EOREOR	10	23
5333	39.36309089661	3	1	EOREOR	10	37
5335	5.173090028763	23	1	EOREOR	10	15
5340	43.71808891296	-1	1	EOREOR	10	23
5345	5.076000022888	8	1	EOREOR	87	26
5348	28.87500047684	0	1	EOREOR	87	16
5349	15.53499975205	1	1	EOREOR	87	15
5350	8.202999925613	0	1	EOREOR	87	16
5370	1.88340004921	0	1	EOREOR	20	13
5394	1.092269961834	370	1	EOREOR	40	16
5398	3.325454986095	42	1	EOREOR	20	15
5401	40	-2	1	EOREOR	93	0
5402	54	24	1	EOREOR	89	6
5403	45	22	1	EOREOR	89	6
5404	130	6	1	EOREOR	89	6
5405	135	6	1	EOREOR	89	6
5411	13	2	1	EOREOR	1	35
5417	2.7023625	-3	1	EOREOR	40	11
5419	2	-36	1	EOREOR	13	0
5420	2.708354966015	-34	1	EOREOR	40	11
5421	2.674819966435	-1	1	EOREOR	40	11
5422	2.185216964877	-11	1	EOREOR	40	16
5423	2.457961184073	-2	1	EOREOR	40	16
5424	2.457989934886	0	1	EOREOR	40	16
5429	2.025	38	1	EOREOR	20	25
5430	4.490878036022	180	1	EOREOR	20	1
5431	4.594094667149	0	1	EOREOR	20	1
5435	2	0	1	EOREOR	13	0
5451	2.75	2010	1	EOREOR	20	1
5454	3.13819984436	0	1	EOREOR	20	10
5463	12.7874994278	1	1	EOREOR	87	11
5468	1.961699926853	50	1	EOREOR	87	2
